sale_id,date_id,book_id,customer_id,channel_id,quantity,unit_price_egp,discount_pct,discount_amount,total_revenue,total_cost,profit,order_status,processing_days
ORD00507,20230412,B002,C0059,CH02,3,51.29,10.0,15.39,138.48,60,78.48,Delivered,1.0
ORD00508,20230919,B015,C0107,CH05,82,92.01,30.0,2263.45,5281.37,2378,2903.37,Delivered,6.0
ORD00509,20240402,B012,C0080,CH03,178,74.46,20.0,2650.78,10603.1,4272,6331.1,Delivered,
ORD00510,20230214,B005,C0068,CH03,159,51.6,15.0,1230.66,6973.74,3339,3634.74,Delivered,11.0
ORD00511,20240506,B017,C0008,CH02,3,179.25,5.0,26.89,510.86,216,294.86,Delivered,1.0
ORD00512,20230808,B002,C0016,CH01,2,48.66,10.0,9.73,87.59,40,47.59,Delivered,1.0
ORD00513,20230509,B002,C0093,CH04,21,50.86,20.0,213.61,854.45,420,434.45,Delivered,11.0
ORD00514,20230821,B006,C0074,CH01,40,123.09,15.0,738.54,4185.06,1920,2265.06,Pending,3.0
ORD00515,20230402,B005,C0057,CH01,3,51.52,10.0,15.46,139.1,63,76.1,Delivered,2.0
ORD00516,20230323,B006,C0007,CH01,1,118.69,0.0,0.0,118.69,48,70.69,Delivered,1.0
ORD00517,20241210,B008,C0013,CH02,3,110.94,0.0,0.0,332.82,132,200.82,Delivered,2.0
ORD00518,20230202,B019,C0011,CH02,1,53.75,10.0,5.38,48.37,22,26.37,Delivered,2.0
ORD00519,20230304,B012,C0005,CH02,2,76.28,5.0,7.63,144.93,48,96.93,Delivered,1.0
ORD00520,20231206,B003,C0039,CH02,1,56.5,0.0,0.0,56.5,22,34.5,DELIVERED,2.0
ORD00521,20240720,B014,C0064,CH01,19,71.59,20.0,272.04,1088.17,418,670.17,Delivered,8.0
ORD00522,20231110,B010,C0089,CH04,6,127.28,20.0,152.74,610.94,300,310.94,Delivered,5.0
ORD00523,20231019,B013,C0007,CH01,1,83.08,10.0,8.31,74.77,27,47.77,Delivered,2.0
ORD00524,20231226,B010,C0076,CH03,143,125.02,15.0,2681.68,0.0,7150,0.0,Returned,3.0
ORD00525,20231012,B002,C0030,CH01,3,50.42,10.0,15.13,136.13,60,76.13,Delivered,1.0
ORD00526,20230527,B002,C0098,CH01,23,51.05,20.0,234.83,939.32,460,479.32,Delivered,7.0
ORD00527,20231225,B003,C0036,CH02,2,54.42,10.0,10.88,97.96,44,53.96,Delivered,1.0
ORD00528,20231121,B009,C0017, CH02,1,150.52,0.0,0.0,150.52,60,90.52,Delivered,2.0
ORD00529,20231119,B007,C0076,CH03,172,137.3,20.0,4723.12,18892.48,9288,9604.48,Delivered,3.0
ORD00530,20240427,B012,C0007,CH01,2,75.53,5.0,7.55,143.51,48,95.51,Delivered,1.0
ORD00531,20231106,B015,C0024,CH01,2,87.56,10.0,17.51,157.61,58,99.61,Delivered,2.0
ORD00532,20230729,B001,C0044,CH01,1,44.4,5.0,2.22,42.18,18,24.18,Delivered,1.0
ORD00533,20231122,B001,C0109,CH05,417,43.97,25.0,4583.87,13751.62,7506,6245.62,Delivered,4.0
ORD00534,20241202,B007,C0074,CH01,195,135.54,10.0,2643.03,23787.27,10530,13257.27,Delivered,3.0
ORD00535,20231026,B019,C0058,CH02,2,53.59,5.0,5.36,101.82,44,57.82,Delivered,
ORD00536,20231231,B013,C0020,CH01,2,83.09,10.0,16.62,149.56,54,95.56,Delivered,1.0
ORD00537,20230609,B006,C0081,CH01,183,121.51,10.0,2223.63,20012.7,8784,11228.7,Delivered,7.0
ORD00538,20240828,B013,C0074,CH03,128,86.59,10.0,1108.35,9975.17,3456,6519.17,Delivered,11.0
ORD00539,20230703,B020,C0094,CH01,33,48.61,20.0,320.83,1283.3,660,623.3,Delivered,6.0
ORD00540,20241214,B016,C0065,CH01,176,218.24,10.0,3841.02,34569.22,15488,19081.22,Delivered,
ORD00541,20230908,B005,C0060,CH01,1,53.43,10.0,5.34,48.09,21,27.09,Delivered,2.0
ORD00542,20240415,B012,C0087,CH04,45,77.1,25.0,867.37,2602.13,1080,1522.13,Delivered,3.0
ORD00543,20231215,B001,C0014,CH01,2,45.32,10.0,9.06,81.58,36,45.58,Delivered,2.0
ORD00544,20240215,B012,C0106,CH05,93,73.31,25.0,1704.46,5113.37,2232,2881.37,Delivered,13.0
ORD00545,20240110,B007,C0064,CH03,191,135.45,10.0,2587.09,23283.86,10314,12969.86,Delivered,5.0
ORD00546,20230316,B015,C0032,CH02,1,90.47,0.0,0.0,90.47,29,61.47,Delivered,2.0
ORD00547,20230903,B019,C0092,CH01,22,56.6,25.0,311.3,933.9,484,449.9,Delivered,13.0
ORD00548,20240711,B015,C0061,CH03,59,88.47,15.0,782.96,4436.77,1711,2725.77,Delivered,11.0
ORD00549,20231224,B002,C0027,CH01,2,49.88,10.0,9.98,89.78,40,49.78,Delivered,2.0
ORD00550,20240812,B005,C0050,CH01,3,52.87,10.0,15.86,142.75,63,79.75,Delivered,1.0
ORD00551,20231015,B007,C0070,CH03,120,137.87,15.0,2481.66,14062.74,6480,7582.74,Pending,3.0
ORD00552,20230304,B020,C0006,CH02,2,50.07,10.0,10.01,90.13,40,50.13,Delivered,1.0
ORD00553,20240226,B005,C0099,CH01,26,53.38,20.0,277.58,1110.3,546,564.3,Delivered,12.0
ORD00554,20230402,B006,C0082,CH01,97,121.37,20.0,2354.58,9418.31,4656,4762.31,Delivered,13.0
ORD00555,20240812,B003,C0050,CH01,2,54.67,10.0,10.93,98.41,44,54.41,Delivered,1.0
ORD00556,20240412,B019,C0046,CH02,3,54.09,10.0,16.23,146.04,66,80.04,Pending,2.0
ORD00557,20240930,B010,C0109,CH05,159,125.15,25.0,4974.71,14924.14,7950,6974.14,Delivered,10.0
ORD00558,20230413,B003,C0061,CH03,168,55.19,20.0,1854.38,0.0,3696,0.0,Returned,12.0
ORD00559,20241021,B017,C0092,CH04,18,179.48,15.0,484.6,2746.04,1296,1450.04,Delivered,12.0
ORD00560,20230102,B006,C0083,CH03,169,120.11,20.0,4059.72,16238.87,8112,8126.87,Delivered,8.0
ORD00561,20230715,B003,C0020,CH01,2,54.96,10.0,10.99,98.93,44,54.93,Delivered,2.0
ORD00562,20240905,B018,C0064,CH01,46,157.87,15.0,1089.3,6172.72,2944,3228.72,Pending,6.0
ORD00563,20241023,B001,C0099,CH04,31,44.27,15.0,205.86,1166.51,558,608.51,Delivered,13.0
ORD00564,20240118,B014,C0010,CH01,1,70.67,,0.0,70.67,22,48.67,Delivered,2.0
ORD00565,20230920,B004,C0014,CH02,2,47.68,5.0,4.77,90.59,38,52.59,Delivered,1.0
ORD00566,20231202,B010,C0036,CH02,1,125.68,5.0,6.28,119.4,50,69.4,Delivered,1.0
ORD00567,20241008,B009,C0023,CH02,3,150.22,5.0,22.53,428.13,180,248.13,Delivered,2.0
ORD00568,20240930,B020,C0073,CH01,66,49.51,15.0,490.15,0.0,1320,0.0,RETURNED,4.0
ORD00569,20230524,B006,C0092,CH04,31,119.97,20.0,743.81,2975.26,1488,1487.26,Delivered,8.0
ORD00570,20240911,B003,C0008,CH01,2,53.44,0.0,0.0,106.88,44,62.88,Delivered,2.0
ORD00571,20240915,B020,C0107,CH05,308,50.22,35.0,5413.72,10054.04,6160,3894.04,Delivered,12.0
ORD00572,20230514,B003,C0071,CH01,103,54.69,10.0,563.31,5069.76,2266,2803.76,Delivered,5.0
ORD00573,20230328,B004,C0021,CH02,1,49.2,10.0,4.92,44.28,19,25.28,Delivered,2.0
ORD00574,20230912,B016,C0029,CH02,3,217.12,10.0,65.14,586.22,264,322.22,Delivered,2.0
ORD00575,20230511,B014,C0089,CH04,29,68.07,20.0,394.81,1579.22,638,941.22,DELIVERED,10.0
ORD00576,20230531,B010,C0042,CH01,1,124.35,0.0,0.0,124.35,50,74.35,DELIVERED,1.0
ORD00577,20230718,B017,C0095,CH04,5,177.34,15.0,133.0,753.7,360,393.7,Delivered,3.0
ORD00578,20230619,B007,C0109,CH05,130,133.46,35.0,6072.43,11277.37,7020,4257.37,Delivered,8.0
ORD00579,20230507,B002,C0056,CH02,3,49.23,0.0,0.0,147.69,60,87.69,Delivered,1.0
ORD00580,20241025,B011,C0023,CH02,3,81.26,10.0,24.38,219.4,75,144.4,Delivered,1.0
ORD00581,20230409,B001,C0106,CH05,292,45.14,35.0,4613.31,8567.57,5256,3311.57,Delivered,12.0
ORD00582,20230321,B010,C0036,CH02,3,126.49,5.0,18.97,360.5,150,210.5,Delivered,2.0
ORD00583,20230413,B015,C0082,CH01,73,91.56,20.0,1336.78,5347.1,2117,3230.1,Delivered,6.0
ORD00584,20230211,B019,C0101,CH05,221,54.86,25.0,3031.02,9093.04,4862,4231.04,Delivered,4.0
ORD00585,20241006,B004,C0008,CH02,3,48.89,10.0,14.67,132.0,57,75.0,Delivered,1.0
ORD00586,20230416,B004,C0042,CH01,1,47.13,5.0,2.36,44.77,19,25.77,Delivered,2.0
ORD00587,20230402,B007,C0062,CH03,52,137.14,20.0,1426.26,5705.02,2808,2897.02,Pending,4.0
ORD00588,20240704,B003,C0016,CH01,1,54.47,10.0,5.45,49.02,22,27.02,Delivered,1.0
ORD00589,20230307,B017,C0025,CH01,1,174.67,0.0,0.0,174.67,72,102.67,Delivered,1.0
ORD00590,20231110,B006,C0060,CH01,3,117.07,5.0,17.56,333.65,144,189.65,Delivered,1.0
ORD00591,20230210,B013,C0016,CH02,1,84.69,0.0,0.0,84.69,27,57.69,Delivered,1.0
ORD00592,20240928,B012,C0062,CH03,91,73.26,15.0,1000.0,5666.66,2184,3482.66,Delivered,3.0
ORD00593,20230916,B019,C0017,CH01,1,54.21,0.0,0.0,0.0,22,0.0,Returned,1.0
ORD00594,20240319,B013,C0101,CH05,346,85.83,35.0,10394.01,19303.17,9342,9961.17,DELIVERED,12.0
ORD00595,20231021,B019,C0082, CH01,170,55.43,20.0,1884.62,7538.48,3740,3798.48,Delivered,12.0
ORD00596,20240629,B010,C0001,CH01,3,123.13,0.0,0.0,0.0,150,0.0,Returned,2.0
ORD00597,20241011,B005,C0004,CH01,1,51.87,0.0,0.0,51.87,21,30.87,Delivered,1.0
ORD00598,20240311,B013,C0039,CH01,1,83.91,5.0,4.2,79.71,27,52.71,Delivered,
ORD00599,20240418,B010,C0048,CH02,1,128.47,10.0,12.85,115.62,50,65.62,Delivered,2.0
ORD00600,20230914,B010,C0020,CH01,2,123.6,5.0,12.36,234.84,100,134.84,Delivered,1.0
ORD00601,20240401,B013,C0005,CH02,3,82.93,0.0,0.0,248.79,81,167.79,Delivered,2.0
ORD00602,20240425,B007,C0022, CH02,1,134.49,0.0,0.0,134.49,54,80.49,Delivered,1.0
ORD00603,20240717,B011,C0009,CH02,3,80.89,10.0,24.27,218.4,75,143.4,Pending,2.0
ORD00604,20240616,B005,C0017,CH02,3,52.56,10.0,15.77,141.91,63,78.91,Delivered,1.0
ORD00605,20240924,B008,C0008,CH02,1,109.16,0.0,0.0,109.16,44,65.16,Delivered,1.0
ORD00606,20230130,B006,C0057,CH02,3,122.65,0.0,0.0,367.95,144,223.95,Delivered,2.0
ORD00607,20240901,B011,C0076,CH03,67,82.22,10.0,550.87,4957.87,1675,3282.87,Delivered,7.0
ORD00608,20230707,B002,C0012,CH01,3,49.01,10.0,14.7,132.33,60,72.33,Delivered,2.0
ORD00609,20231210,B005,C0028,CH01,3,52.3,0.0,0.0,156.9,63,93.9,Delivered,2.0
ORD00610,20241113,B005,C0065,CH01,86,53.25,15.0,686.92,3892.58,1806,2086.58,Delivered,12.0
ORD00611,20230201,B002,C0060,CH02,1,50.45,,2.52,47.93,20,27.93,Delivered,1.0
ORD00612,20240805,B009,C0044,CH01,2,147.46,0.0,0.0,294.92,120,174.92,Delivered,2.0
ORD00613,20230911,B010,C0019,CH02,3,128.55,10.0,38.57,347.08,150,197.08,Delivered,1.0
ORD00614,20241111,B001,C0074,CH01,104,43.66,15.0,681.1,3859.54,1872,1987.54,Delivered,6.0
ORD00615,20241016,B013,C0108,CH05,159,85.8,35.0,4774.77,8867.43,4293,4574.43,Delivered,10.0
ORD00616,20240708,B003,C0003,CH01,1,54.12,5.0,2.71,51.41,22,29.41,Delivered,2.0
ORD00617,20230907,B005,C0096,CH04,49,50.55,20.0,495.39,1981.56,1029,952.56,Delivered,5.0
ORD00618,20230506,B007,C0066,CH01,153,131.62,15.0,3020.68,17117.18,8262,8855.18,Delivered,3.0
ORD00619,20240201,B001,C0007,CH01,1,43.77,5.0,2.19,41.58,18,23.58,Delivered,1.0
ORD00620,20230910,B009,C0039,CH01,2,149.16,10.0,29.83,268.49,120,148.49,Delivered,1.0
ORD00621,20231202,B002,C0019,CH02,1,50.71,0.0,0.0,50.71,20,30.71,Delivered,2.0
ORD00622,20241031,B011,C0019,CH02,3,78.56,5.0,11.78,223.9,75,148.9,Delivered,1.0
ORD00623,20230926,B015,C0080,CH03,13,91.1,20.0,236.86,947.44,377,570.44,Delivered,8.0
ORD00624,20240921,B011,C0005,CH01,1,81.57,10.0,8.16,73.41,25,48.41,Delivered,1.0
ORD00625,20230904,B003,C0072,CH01,88,55.8,15.0,736.56,4173.84,1936,2237.84,Delivered,11.0
ORD00626,20240701,B013,C0053,CH01,3,83.08,5.0,12.46,236.78,81,155.78,Delivered,2.0
ORD00627,20230615,B005,C0110,CH05,128,51.75,30.0,1987.2,4636.8,2688,1948.8,Delivered,10.0
ORD00628,20240531,B010,C0031,CH01,3,125.31,10.0,37.59,338.34,150,188.34,Delivered,2.0
ORD00629,20240114,B010,C0032,CH02,2,127.35,10.0,25.47,0.0,100,0.0,Returned,2.0
ORD00630,20240920,B003,C0038,CH01,2,53.43,5.0,5.34,101.52,44,57.52,Delivered,2.0
ORD00631,20240519,B015,C0079, CH01,33,89.97,15.0,445.35,2523.66,957,1566.66,Delivered,6.0
ORD00632,20240413,B005,C0100,CH04,8,51.35,20.0,82.16,328.64,168,160.64,Delivered,10.0
ORD00633,20231028,B015,C0015,CH02,1,89.38,0.0,0.0,89.38,29,60.38,Pending,1.0
ORD00634,20241016,B008,C0030,CH02,1,112.23,5.0,5.61,106.62,44,62.62,Delivered,1.0
ORD00635,20240204,B015,C0110,CH05,112,89.98,30.0,3023.33,7054.43,3248,3806.43,Delivered,6.0
ORD00636,20240218,B004,C0082,CH01,164,48.21,20.0,1581.29,6325.15,3116,3209.15,Delivered,11.0
ORD00637,20231202,B011,C0019,CH02,2,82.36,10.0,16.47,148.25,50,98.25,Pending,1.0
ORD00638,20230116,B005,C0042,CH01,1,51.27,5.0,2.56,48.71,21,27.71,Delivered,1.0
ORD00639,20231005,B004,C0015,CH01,1,46.61,10.0,4.66,41.95,19,22.95,Delivered,1.0
ORD00640,20240523,B006,C0081,CH03,70,119.7,20.0,1675.8,6703.2,3360,3343.2,Delivered,13.0
ORD00641,20240811,B001,C0044,CH02,1,44.35,0.0,0.0,44.35,18,26.35,Delivered,
ORD00642,20230516,B020,C0011,CH01,3,49.34,0.0,0.0,148.02,60,88.02,Delivered,2.0
ORD00643,20230513,B006,C0071,CH01,45,116.41,10.0,523.84,4714.61,2160,2554.61,Delivered,5.0
ORD00644,20240929,B002,C0063,CH01,146,48.79,,1424.67,5698.67,2920,2778.67,Delivered,12.0
ORD00645,20231215,B005,C0029,CH01,3,52.22,10.0,15.67,140.99,63,77.99,Delivered,2.0
ORD00646,20230303,B006,C0012,CH01,1,118.83,0.0,0.0,0.0,48,0.0,Returned,1.0
ORD00647,20230518,B014,C0105, CH05,436,70.92,35.0,10822.39,20098.73,9592,10506.73,Delivered,7.0
ORD00648,20241027,B005,C0048,CH02,3,53.55,5.0,8.03,152.62,63,89.62,Delivered,1.0
ORD00649,20241009,B007,C0012,CH01,3,137.46,0.0,0.0,412.38,162,250.38,Delivered,2.0
ORD00650,20240705,B007,C0067,CH03,18,135.69,10.0,244.24,2198.18,972,1226.18,Delivered,4.0
ORD00651,20230526,B007,C0046,CH01,3,133.98,0.0,0.0,401.94,162,239.94,Delivered,2.0
ORD00652,20241211,B014,C0040,CH01,1,70.26,0.0,0.0,70.26,22,48.26,Delivered,1.0
ORD00653,20230911,B010,C0003,CH02,1,122.72,5.0,6.14,116.58,50,66.58,Delivered,1.0
ORD00654,20240409,B002,C0062,CH01,59,49.2,20.0,580.56,2322.24,1180,1142.24,Delivered,11.0
ORD00655,20230426,B012,C0018,CH02,3,76.65,10.0,23.0,206.95,72,134.95,Delivered,2.0
ORD00656,20230830,B011,C0080, CH01,11,80.84,15.0,133.39,755.85,275,480.85,Delivered,13.0
ORD00657,20241014,B011,C0034,CH02,2,77.96,10.0,15.59,0.0,50,0.0,Returned,2.0
ORD00658,20231204,B011,C0017,CH01,1,77.82,10.0,7.78,70.04,25,45.04,Delivered,2.0
ORD00659,20240422,B004,C0040,CH01,1,48.49,0.0,0.0,48.49,19,29.49,Delivered,2.0
ORD00660,20230730,B002,C0077,CH01,111,48.7,15.0,810.86,4594.84,2220,2374.84,Delivered,8.0
ORD00661,20240801,B011,C0050,CH01,2,78.96,5.0,7.9,150.02,50,100.02,Delivered,2.0
ORD00662,20231225,B010,C0088,CH04,20,125.94,25.0,629.7,1889.1,1000,889.1,Delivered,
ORD00663,20240619,B009,C0058,CH01,2,150.56,0.0,0.0,301.12,120,181.12,Delivered,-4.0
ORD00664,20240906,B008,C0058,CH02,3,107.38,0.0,0.0,322.14,132,190.14,Pending,1.0
ORD00665,20230416,B008,C0098,CH01,38,110.15,15.0,627.86,3557.84,1672,1885.84,Pending,8.0
ORD00666,20240912,B009,C0009,CH02,1,146.19,5.0,7.31,138.88,60,78.88,DELIVERED,2.0
ORD00667,20231115,B007,C0061,CH01,179,131.11,15.0,3520.3,19948.39,9666,10282.39,Delivered,8.0
ORD00668,20241010,B010,C0072,CH01,62,128.07,10.0,794.03,7146.31,3100,4046.31,Delivered,10.0
ORD00669,20241024,B003,C0079,CH03,98,53.88,15.0,792.04,4488.2,2156,2332.2,Delivered,9.0
ORD00670,20240804,B010,C0014,CH01,3,126.81,5.0,19.02,361.41,150,211.41,Delivered,1.0
ORD00671,20241004,B004,C0047,CH02,1,46.74,10.0,4.67,42.07,19,23.07,Delivered,1.0
ORD00672,20231012,B014,C0001,CH02,3,71.11,10.0,21.33,192.0,66,126.0,Delivered,1.0
ORD00673,20230630,B020,C0030,CH01,3,51.14,0.0,0.0,153.42,60,93.42,Delivered,2.0
ORD00674,20230707,B020,C0003,CH02,1,50.32,5.0,2.52,47.8,20,27.8,Delivered,1.0
ORD00675,20230124,B015,C0017,CH01,2,92.66,5.0,9.27,176.05,58,118.05,Delivered,2.0
ORD00676,20230822,B004,C0062,CH01,41,49.2,20.0,403.44,1613.76,779,834.76,Delivered,13.0
ORD00677,20231128,B011,C0022,CH01,1,81.59,5.0,4.08,77.51,25,52.51,Delivered,2.0
ORD00678,20230215,B015,C0025,CH01,1,90.83,0.0,0.0,90.83,29,61.83,Delivered,1.0
ORD00679,20240317,B010,C0028,CH01,2,128.18,10.0,25.64,230.72,100,130.72,Delivered,2.0
ORD00680,20241111,B013,C0011,CH02,3,82.99,5.0,12.45,236.52,81,155.52,Pending,2.0
ORD00681,20240917,B010,C0078,CH03,71,126.95,20.0,1802.69,7210.76,3550,3660.76,Delivered,8.0
ORD00682,20230317,B014,C0067,CH03,200,69.61,15.0,2088.3,11833.7,4400,7433.7,Pending,11.0
ORD00683,20240406,B018,C0029,CH01,3,162.95,,0.0,488.85,192,296.85,Delivered,2.0
ORD00684,20230101,B013,C0026,CH02,3,86.77,0.0,0.0,260.31,81,179.31,Delivered,1.0
ORD00685,20240415,B011,C0108,CH05,99,79.69,30.0,2366.79,5522.52,2475,3047.52,Delivered,13.0
ORD00686,20230420,B001,C0070,CH01,15,44.85,10.0,67.28,605.47,270,335.47,Delivered,6.0
ORD00687,20231207,B005,C0030,CH02,3,51.94,5.0,7.79,148.03,63,85.03,Pending,2.0
ORD00688,20231019,B005,C0050,CH01,1,52.9,0.0,0.0,52.9,21,31.9,Delivered,1.0
ORD00689,20240802,B008,C0030,CH02,2,107.11,10.0,21.42,192.8,88,104.8,DELIVERED,1.0
ORD00690,20240907,B015,C0095,CH04,39,92.52,20.0,721.66,2886.62,1131,1755.62,Pending,11.0
ORD00691,20240903,B016,C0088,CH01,24,213.85,20.0,1026.48,4105.92,2112,1993.92,Delivered,11.0
ORD00692,20240721,B005,C0080,CH03,133,52.73,20.0,1402.62,5610.47,2793,2817.47,Delivered,4.0
ORD00693,20231019,B008,C0041,CH01,3,111.04,5.0,16.66,316.46,132,184.46,Delivered,2.0
ORD00694,20240712,B011,C0082,CH03,35,80.51,15.0,422.68,2395.17,875,1520.17,Delivered,5.0
ORD00695,20231001,B017,C0066,CH01,173,182.42,15.0,4733.8,26824.86,12456,14368.86,Delivered,3.0
ORD00696,20241216,B020,C0019,CH01,3,48.79,0.0,0.0,146.37,60,86.37,Delivered,2.0
ORD00697,20241224,B005,C0066,CH03,22,51.0,15.0,168.3,953.7,462,491.7,Delivered,8.0
ORD00698,20241025,B004,C0059,CH01,3,47.51,5.0,7.13,135.4,57,78.4,Delivered,2.0
ORD00699,20240726,B011,C0090,CH04,41,81.08,25.0,831.07,2493.21,1025,1468.21,Delivered,10.0
ORD00700,20240422,B002,C0042,CH01,1,49.24,0.0,0.0,49.24,20,29.24,DELIVERED,1.0
ORD00701,20241203,B001,C0097,CH04,8,45.72,25.0,91.44,274.32,144,130.32,Delivered,11.0
ORD00702,20230912,B007,C0030,CH02,1,135.13,0.0,0.0,135.13,54,81.13,Delivered,2.0
ORD00703,20240607,B020,C0009,CH01,3,50.24,5.0,7.54,143.18,60,83.18,Delivered,2.0
ORD00704,20240316,B003,C0029,CH01,1,55.92,0.0,0.0,55.92,22,33.92,Delivered,
ORD00705,20240120,B006,C0078,CH03,24,120.92,15.0,435.31,2466.77,1152,1314.77,Delivered,7.0
ORD00706,20240921,B015,C0039,CH01,3,90.52,0.0,0.0,271.56,87,184.56,Delivered,2.0
ORD00707,20241128,B010,C0036,CH01,3,124.4,10.0,37.32,335.88,150,185.88,Delivered,1.0
ORD00708,20240908,B013,C0022,CH01,2,83.02,10.0,16.6,0.0,54,0.0,Returned,2.0
ORD00709,20230406,B011,C0054,CH01,1,78.91,,3.95,74.96,25,49.96,Delivered,2.0
ORD00710,20231018,B002,C0035,CH02,2,51.13,0.0,0.0,102.26,40,62.26,DELIVERED,1.0
ORD00711,20230717,B007,C0018,CH01,3,134.98,0.0,0.0,404.94,162,242.94,Delivered,
ORD00712,20240525,B002,C0078,CH01,43,49.2,20.0,423.12,1692.48,860,832.48,Delivered,6.0
ORD00713,20240331,B013,C0091,CH01,32,84.56,25.0,676.48,2029.44,864,1165.44,Delivered,11.0
ORD00714,20230525,B011,C0028,CH02,2,80.89,0.0,0.0,161.78,50,111.78,Delivered,2.0
ORD00715,20230107,B001,C0049,CH02,2,43.83,0.0,0.0,87.66,36,51.66,Delivered,1.0
ORD00716,20240801,B004,C0079, CH03,66,48.11,20.0,635.05,2540.21,1254,1286.21,Delivered,6.0
ORD00717,20230328,B020,C0093,CH01,20,50.91,20.0,203.64,814.56,400,414.56,Delivered,13.0
ORD00718,20241021,B017,C0108,CH05,433,183.16,35.0,27757.9,51550.38,31176,20374.38,Delivered,4.0
ORD00719,20231003,B013,C0108,CH05,251,86.94,30.0,6546.58,15275.36,6777,8498.36,Delivered,5.0
ORD00720,20230920,B001,C0106, CH05,440,45.27,30.0,5975.64,13943.16,7920,6023.16,Delivered,7.0
ORD00721,20241011,B001,C0062,CH01,185,45.68,15.0,1267.62,7183.18,3330,3853.18,Delivered,
ORD00722,20240915,B009,C0108,CH05,248,153.28,30.0,11404.03,26609.41,14880,11729.41,Delivered,13.0
ORD00723,20230821,B002,C0077,CH03,88,49.4,20.0,869.44,3477.76,1760,1717.76,Delivered,9.0
ORD00724,20230828,B005,C0051,CH01,2,50.46,,10.09,90.83,42,48.83,Pending,1.0
ORD00725,20241101,B002,C0052,CH02,1,50.84,5.0,2.54,48.3,20,28.3,Delivered,1.0
ORD00726,20240222,B014,C0005,CH01,2,70.08,10.0,14.02,126.14,44,82.14,Delivered,1.0
ORD00727,20230729,B007,C0030,CH01,1,135.48,,0.0,135.48,54,81.48,Delivered,2.0
ORD00728,20240617,B019,C0059,CH02,1,53.85,0.0,0.0,53.85,22,31.85,Delivered,2.0
ORD00729,20240327,B001,C0010,CH01,2,45.85,10.0,9.17,82.53,36,46.53,Delivered,2.0
ORD00730,20240219,B013,C0071,CH03,87,86.06,20.0,1497.44,5989.78,2349,3640.78,Delivered,8.0
ORD00731,20240902,B020,C0076,CH01,30,49.54,20.0,297.24,1188.96,600,588.96,Delivered,10.0
ORD00732,20230914,B002,C0006,CH01,1,49.79,5.0,2.49,47.3,20,27.3,Delivered,1.0
ORD00733,20241223,B001,C0099,CH01,26,44.17,20.0,229.68,918.74,468,450.74,DELIVERED,7.0
ORD00734,20240808,B004,C0040,CH01,1,48.63,10.0,4.86,43.77,19,24.77,Delivered,2.0
ORD00735,20230519,B009,C0017,CH02,2,146.53,0.0,0.0,293.06,120,173.06,Delivered,1.0
ORD00736,20240228,B003,C0101,CH05,74,55.34,,1023.79,3071.37,1628,1443.37,Delivered,9.0
ORD00737,20231217,B019,C0041,CH01,2,56.52,10.0,11.3,101.74,44,57.74,Delivered,1.0
ORD00738,20231117,B009,C0016,CH01,2,148.02,0.0,0.0,296.04,120,176.04,Delivered,1.0
ORD00739,20231224,B008,C0018,CH01,1,108.96,5.0,5.45,103.51,44,59.51,Delivered,2.0
ORD00740,20230806,B020,C0021,CH02,3,50.5,0.0,0.0,151.5,60,91.5,Delivered,1.0
ORD00741,20240306,B004,C0098,CH01,9,48.85,25.0,109.91,329.74,171,158.74,Delivered,13.0
ORD00742,20230522,B001,C0041,CH01,2,44.67,5.0,4.47,84.87,36,48.87,Delivered,1.0
ORD00743,20231212,B019,C0045,CH01,1,55.35,0.0,0.0,55.35,22,33.35,Delivered,1.0
ORD00744,20241227,B020,C0091,CH04,14,51.34,,143.75,575.01,280,295.01,Delivered,12.0
ORD00745,20240704,B018,C0089,CH01,13,161.47,20.0,419.82,1679.29,832,847.29,Delivered,8.0
ORD00746,20230604,B008,C0061,CH03,21,110.54,15.0,348.2,1973.14,924,1049.14,Delivered,3.0
ORD00747,20230422,B015,C0052,CH01,3,88.49,10.0,26.55,238.92,87,151.92,Delivered,2.0
ORD00748,20241202,B011,C0016,CH01,1,81.55,5.0,4.08,77.47,25,52.47,Delivered,2.0
ORD00749,20240324,B010,C0075,CH03,126,124.83,10.0,1572.86,14155.72,6300,7855.72,Delivered,12.0
ORD00750,20230906,B007,C0064,CH01,117,132.94,10.0,1555.4,13998.58,6318,7680.58,Delivered,3.0
ORD00751,20230928,B013,C0106,CH05,428,83.23,25.0,8905.61,26716.83,11556,15160.83,Delivered,12.0
ORD00752,20230320,B012,C0024,CH02,3,74.49,10.0,22.35,201.12,72,129.12,Delivered,2.0
ORD00753,20230710,B010,C0020,CH02,2,121.45,0.0,0.0,242.9,100,142.9,Delivered,1.0
ORD00754,20230503,B001,C0041,CH02,2,44.08,0.0,0.0,88.16,36,52.16,Delivered,1.0
ORD00755,20230315,B019,C0086,CH01,20,54.73,25.0,273.65,820.95,440,380.95,Delivered,8.0
ORD00756,20240524,B006,C0029,CH01,2,116.96,10.0,23.39,210.53,96,114.53,Delivered,2.0
ORD00757,20231123,B009,C0014,CH02,1,145.72,10.0,14.57,131.15,60,71.15,Delivered,2.0
ORD00758,20240904,B011,C0069,CH03,30,79.1,15.0,355.95,2017.05,750,1267.05,Delivered,12.0
ORD00759,20240716,B004,C0046,CH02,1,47.53,5.0,2.38,45.15,19,26.15,Delivered,1.0
