booking_id,date_id,advertiser_id,platform_id,format_id,ad_medium,duration_days,gross_revenue_egp,discount_pct,net_revenue_egp,impressions_k,booking_status
BK00530,20240314,ADV0052,PF04,AF11,Digital,1.0,11000.0,0.028,10700.0,111.9,Confirmed
BK00531,20231124,ADV0019,PF04,AF12,Digital,14.0,67800.0,0.037,65300.0,237.6,Confirmed
BK00532,20241231,ADV0090,PF01,AF05,Print,1.0,2000.0,0.117,1800.0,,Confirmed
BK00533,20241225,ADV0049,PF01,AF03,Print,1.0,29500.0,0.061,27700.0,,Confirmed
BK00534,20220428,ADV0056,PF01,AF01,Print,1.0,68800.0,0.071,63900.0,,Confirmed
BK00535,20230819,ADV0046,PF02,AF01,Print,,92700.0,0.004,92300.0,,Confirmed
BK00536,20240911,ADV0085,PF04,AF06,Digital,30.0,375000.0,0.054,354800.0,364.4,Confirmed
BK00537,20240209,ADV0080,PF01,AF01,Print,1.0,114200.0,0.058,107600.0,,Under Review
BK00538,20200619,ADV0048,PF01,AF02,Print,1.0,24800.0,0.023,24200.0,,Confirmed
BK00539,20210925,ADV0059,PF01,AF04,Print,1.0,114200.0,0.117,100800.0,,Confirmed
BK00540,20191021,ADV0019,PF05,AF06,Digital,,95900.0,0.002,95700.0,703.2,Confirmed
BK00541,20241003,ADV0076,PF01,AF02,Print,1.0,59400.0,0.043,56800.0,,Confirmed
BK00542,20220830,ADV0030,PF04,AF07,Digital,7.0,77200.0,0.052,73200.0,606.1,Confirmed
BK00543,20200510,ADV0029,PF01,AF03,Print,1.0,10000.0,0.061,9400.0,,Confirmed
BK00544,20230113,ADV0075,PF05,AF10,Digital,1.0,33200.0,0.035,32000.0,268.6,Confirmed
BK00545,20220927,ADV0033,PF01,AF01,Print,1.0,70000.0,0.001,69900.0,,Confirmed
BK00546,20210301,ADV0029,PF01,AF03,Print,1.0,0.0,0.031,0.0,,Cancelled
BK00547,20190917,ADV0092,PF04,AF10,Digital,1.0,21400.0,0.021,21000.0,397.0,Confirmed
BK00548,20230112,ADV0005,PF04,AF06,Digital,7.0,76200.0,0.005,75800.0,749.2,Confirmed
BK00549,20220219,ADV0085,PF01,AF02,Print,1.0,38300.0,0.065,35800.0,,Confirmed
BK00550,20230829,ADV0092,PF05,AF11,Digital,1.0,9300.0,0.068,8700.0,264.6,Confirmed
BK00551,20220218,ADV0022,PF01,AF03,Print,1.0,20900.0,0.078,19300.0,,Confirmed
BK00552,20240216,ADV0087,PF05,AF06,Digital,30.0,264100.0,0.039,253800.0,688.6,Confirmed
BK00553,20220422,ADV0028,PF04,AF11,Digital,1.0,9600.0,0.115,8500.0,787.1,Confirmed
BK00554,20220508,ADV0022,PF03,AF03,Print,1.0,21700.0,0.077,20000.0,,Confirmed
BK00555,20240406,ADV0090,PF04,AF12,Digital,30.0,352600.0,0.128,307500.0,781.3,Confirmed
BK00556,20210525,ADV0076,PF04,AF07,Digital,30.0,298000.0,0.077,275100.0,263.5,Confirmed
BK00557,20191031,ADV0039,PF01,AF01,Print,1.0,35700.0,0.026,34800.0,,Confirmed
BK00558,20190309,ADV0007,PF01,AF02,Print,1.0,21300.0,0.029,20700.0,,Confirmed
BK00559,20230712,ADV0020,PF02,AF02,Print,1.0,65500.0,0.149,55700.0,,Confirmed
BK00560,20221002,ADV0080,PF06,AF09,Digital,7.0,0.0,0.036,0.0,237.9,Cancelled
BK00561,20230327,ADV0008,PF06,AF09,Digital,30.0,565200.0,0.143,484400.0,51.6,Confirmed
BK00562,20200411,ADV0026,PF04,AF10,Digital,1.0,18500.0,0.013,18300.0,693.8,Confirmed
BK00563,20191104,ADV0051,PF02,AF02,Print,1.0,28000.0,0.062,26300.0,,Confirmed
BK00564,20190204,ADV0084,PF01,AF02,Print,1.0,22500.0,,21000.0,,Confirmed
BK00565,20210211,ADV0079,PF04,AF10,Digital,1.0,20900.0,0.049,19900.0,409.6,Confirmed
BK00566,20220715,ADV0071,PF04,AF12,Digital,14.0,68000.0,0.022,66500.0,354.4,Confirmed
BK00567,20210504,ADV0062,PF05,AF11,Digital,1.0,5500.0,0.014,5400.0,575.4,Confirmed
BK00568,20210824,ADV0029,PF04,AF06,Digital,21.0,105600.0,0.08,97200.0,275.0,CONFIRMED
BK00569,20240527,ADV0020,PF04,AF07,Digital,30.0,726800.0,0.142,623600.0,359.4,Confirmed
BK00570,20210205,ADV0013,PF01,AF02,Print,1.0,41600.0,0.061,39100.0,,Confirmed
BK00571,20220203,ADV0056,PF04,AF06,Digital,30.0,254100.0,0.047,242200.0,660.2,Confirmed
BK00572,20230925,ADV0097,PF02,AF02,Print,1.0,34900.0,0.061,32800.0,,Confirmed
BK00573,20210512,ADV0010,PF04,AF10,Digital,1.0,30600.0,0.056,28900.0,684.8,Confirmed
BK00574,20221006,ADV0061,PF04,AF12,Digital,14.0,45400.0,0.024,44300.0,618.4,Confirmed
BK00575,20240310,ADV0061,PF01,AF05,Print,1.0,900.0,0.034,900.0,,CONFIRMED
BK00576,20240923,ADV0049,PF01,AF03,Print,1.0,28800.0,0.015,28400.0,,CONFIRMED
BK00577,20191126,ADV0074,PF02,AF01,Print,1.0,50000.0,0.045,47800.0,,Confirmed
BK00578,20240724,ADV0087,PF01,AF03,Print,1.0,24000.0,0.011,23700.0,,Confirmed
BK00579,20211217,ADV0068,PF05,AF12,Digital,14.0,82400.0,0.116,72800.0,587.1,Confirmed
BK00580,20200719,ADV0099,PF01,AF03,Print,1.0,10300.0,0.05,9800.0,,Confirmed
BK00581,20211013,ADV0024,PF02,AF01,Print,1.0,87900.0,0.139,75700.0,,Confirmed
BK00582,20241125,ADV0047,PF04,AF12,Digital,7.0,69500.0,0.14,59800.0,330.5,Confirmed
BK00583,20211218,ADV0029,PF02,AF02,Print,1.0,24500.0,0.045,23400.0,,Confirmed
BK00584,20201223,ADV0046,PF01,AF02,Print,1.0,25100.0,0.058,23600.0,,Confirmed
BK00585,20221029,ADV0063,PF04,AF06,Digital,30.0,250600.0,0.043,239800.0,679.2,Confirmed
BK00586,20200531,ADV0010,PF03,AF02,Print,1.0,37000.0,0.113,32800.0,,Confirmed
BK00587,20190607,ADV0003,PF01,AF02,Print,1.0,31300.0,0.063,29300.0,,Confirmed
BK00588,20191020,ADV0096,PF02,AF03,Print,1.0,17100.0,0.02,16800.0,,Confirmed
BK00589,20191018,ADV0005,PF01,AF02,Print,1.0,31900.0,0.066,29800.0,,Confirmed
BK00590,20191205,ADV0044,PF04,AF06,Digital,30.0,0.0,0.023,0.0,189.2,Cancelled
BK00591,20191109,ADV0059,PF01,AF02,Print,1.0,43800.0,0.13,38100.0,,Confirmed
BK00592,20221113,ADV0100,PF06,AF09,Digital,30.0,199300.0,0.066,186100.0,199.7,Confirmed
BK00593,20200206,ADV0093,PF04,AF07,Digital ,21.0,172100.0,0.041,165000.0,269.3,Confirmed
BK00594,20210129,ADV0098,PF05,AF06,Digital,7.0,48700.0,0.043,46600.0,758.4,CONFIRMED
BK00595,20240513,ADV0087,PF01,AF03,Print,1.0,22900.0,0.023,22400.0,,Confirmed
BK00596,20211113,ADV0097,PF04,AF07,Digital,30.0,227400.0,0.005,226300.0,83.9,Confirmed
BK00597,20230103,ADV0075,PF05,AF06,Digital,14.0,147900.0,0.067,138000.0,101.6,Confirmed
BK00598,20200114,ADV0054,PF02,AF02,Print,,18800.0,0.034,18200.0,,Confirmed
BK00599,20200303,ADV0049,PF02,AF03,Print,1.0,12800.0,0.061,12000.0,,Confirmed
BK00600,20190402,ADV0060,PF02,AF03,Print,1.0,15100.0,0.058,14200.0,,Confirmed
BK00601,20200106,ADV0069,PF01,AF02,Print,1.0,25600.0,0.062,24000.0,,Confirmed
BK00602,20200912,ADV0018,PF02,AF03,Print,1.0,13900.0,0.027,13500.0,,Confirmed
BK00603,20200125,ADV0066,PF05,AF06,Digital,60.0,356000.0,0.056,336100.0,611.4,Confirmed
BK00604,20190712,ADV0058,PF02,AF01,Print,1.0,58400.0,0.004,58200.0,,Confirmed
BK00605,20191003,ADV0005,PF01,AF04,Print,1.0,78000.0,0.026,76000.0,,Confirmed
BK00606,20211017,ADV0047,PF02,AF01,Print,1.0,92600.0,0.147,79000.0,,Confirmed
BK00607,20200331,ADV0046,PF01,AF01,Print,1.0,49400.0,0.051,46900.0,,Confirmed
BK00608,20210313,ADV0011,PF01,AF02,Print,1.0,31200.0,0.058,29400.0,,Confirmed
BK00609,20220109,ADV0042,PF04,AF10,Digital,1.0,36000.0,0.079,33200.0,230.4,Confirmed
BK00610,20230228,ADV0026,PF01,AF01,Print,1.0,85800.0,0.058,80800.0,,Under Review
BK00611,20190330,ADV0014,PF01,AF02,Print,1.0,41100.0,,36100.0,,Confirmed
BK00612,20231028,ADV0045,PF05,AF10,Digital,1.0,43200.0,0.123,37900.0,300.9,Under Review
BK00613,20221018,ADV0096,PF04,AF07,Digital,14.0,165000.0,0.041,158200.0,588.0,Confirmed
BK00614,20190623,ADV0065,PF01,AF02,Print,1.0,21300.0,0.015,21000.0,,Confirmed
BK00615,20240401,ADV0079,PF04,AF11,Digital,1.0,0.0,0.031,0.0,349.1,Cancelled
BK00616,20240708,ADV0058,PF04,AF10,Digital,1.0,39500.0,0.021,38700.0,98.0,Confirmed
BK00617,20190508,ADV0020,PF04,AF10,Digital,1.0,29800.0,0.098,26900.0,126.3,Confirmed
BK00618,20200908,ADV0004,PF01,AF02,Print,1.0,25700.0,0.07,23900.0,,Confirmed
BK00619,20231111,ADV0098,PF05,AF10,Digital,1.0,32000.0,0.039,30800.0,392.9,Confirmed
BK00620,20230623,ADV0100,PF03,AF03,Print,1.0,17500.0,0.006,17400.0,,Confirmed
BK00621,20200213,ADV0029,PF01,AF01,Print,1.0,32600.0,0.001,32600.0,,Confirmed
BK00622,20200405,ADV0081,PF05,AF12,Digital,7.0,25200.0,0.018,24700.0,533.7,Confirmed
BK00623,20210326,ADV0084,PF05,AF06,Digital,21.0,112700.0,0.019,110600.0,349.7,Confirmed
BK00624,20211203,ADV0024,PF01,AF05,Print,1.0,1000.0,0.065,900.0,,Confirmed
BK00625,20220928,ADV0075,PF03,AF05,Print,1.0,800.0,0.015,800.0,,Confirmed
BK00626,20210323,ADV0082,PF04,AF12,Digital,7.0,28400.0,0.041,27200.0,780.5,Confirmed
BK00627,20211020,ADV0023,PF02,AF01,Print,1.0,57000.0,0.073,52800.0,,Confirmed
BK00628,20230621,ADV0034,PF06,AF08,Digital,7.0,35800.0,0.001,35800.0,56.7,Confirmed
BK00629,20190325,ADV0015,PF02,AF03,Print ,1.0,16000.0,0.008,15900.0,,Confirmed
BK00630,20200703,ADV0046,PF01,AF01,Print,1.0,46400.0,0.036,44700.0,,Confirmed
BK00631,20230413,ADV0079,PF04,AF06,Digital,14.0,151100.0,0.038,145400.0,773.9,Confirmed
BK00632,20240510,ADV0051,PF06,AF08,Digital,14.0,136900.0,0.066,127900.0,150.3,Confirmed
BK00633,20220128,ADV0006,PF01,AF03,Print,1.0,19400.0,0.033,18800.0,,Confirmed
BK00634,20220316,ADV0019,PF04,AF11,Digital,1.0,5300.0,0.067,4900.0,497.1,Confirmed
BK00635,20190901,ADV0095,PF01,AF02,Print,1.0,44000.0,0.058,41400.0,,Confirmed
BK00636,20210917,ADV0040,PF04,AF12,Digital,7.0,31300.0,0.027,30500.0,720.5,Confirmed
BK00637,20220317,ADV0079,PF02,AF01,Print,1.0,74200.0,0.038,71400.0,,Confirmed
BK00638,20200607,ADV0019,PF04,AF06,Digital,30.0,0.0,0.06,0.0,110.1,Cancelled
BK00639,20200819,ADV0045,PF02,AF02,Print,1.0,37100.0,0.077,34200.0,,Confirmed
BK00640,20210407,ADV0089,PF04,AF07,Digital,30.0,409900.0,0.119,361100.0,736.6,Confirmed
BK00641,20190218,ADV0037,PF03,AF03,Print,,11800.0,0.011,11700.0,,Confirmed
BK00642,20201211,ADV0070,PF05,AF06,Digital,7.0,39700.0,0.012,39200.0,311.9,Confirmed
BK00643,20200409,ADV0037,PF01,AF03,Print,1.0,9700.0,0.055,9200.0,,Confirmed
BK00644,20201221,ADV0031,PF02,AF01,Print,1.0,34000.0,,32000.0,,Confirmed
BK00645,20191001,ADV0074,PF01,AF04,Print,1.0,83200.0,0.027,81000.0,,Confirmed
BK00646,20240501,ADV0066,PF04,AF07,Digital,14.0,252800.0,0.04,242700.0,582.4,Confirmed
BK00647,20220726,ADV0069,PF01,AF01,Print,1.0,64400.0,0.0,64400.0,,Confirmed
BK00648,20230130,ADV0049,PF04,AF10,Digital,1.0,32300.0,0.067,30100.0,694.2,Confirmed
BK00649,20231007,ADV0027,PF06,AF09,Digital,14.0,236300.0,0.092,214600.0,61.8,Confirmed
BK00650,20211229,ADV0032,PF03,AF03,Print,1.0,18500.0,0.027,18000.0,,Confirmed
BK00651,20190707,ADV0096,PF01,AF01,Print,1.0,53800.0,0.071,50000.0,,Under Review
BK00652,20220326,ADV0042,PF04,AF12,Digital,21.0,139900.0,0.1,125900.0,294.8,Confirmed
BK00653,20220707,ADV0011,PF06,AF08,Digital,14.0,97500.0,0.079,89800.0,151.5,Confirmed
BK00654,20230615,ADV0028,PF06,AF08,Digital ,30.0,309600.0,0.068,288500.0,47.4,Confirmed
BK00655,20210807,ADV0060,PF05,AF06,Digital,30.0,217800.0,0.029,211500.0,576.2,Confirmed
BK00656,20191017,ADV0095,PF01,AF03,Print,1.0,24500.0,0.124,21500.0,,Confirmed
BK00657,20200924,ADV0027,PF04,AF10,Digital,1.0,0.0,0.104,0.0,292.0,Cancelled
BK00658,20210311,ADV0053,PF01,AF01,Print,1.0,0.0,0.078,0.0,,Cancelled
BK00659,20221123,ADV0092,PF04,AF07,Digital,14.0,159000.0,0.061,-149300.0,612.3,Confirmed
BK00660,20220527,ADV0064,PF01,AF02,Print,1.0,39000.0,0.041,37400.0,,Confirmed
BK00661,20210224,ADV0063,PF04,AF06,Digital,30.0,207600.0,0.041,199100.0,639.8,Under Review
BK00662,20241207,ADV0051,PF04,AF06,Digital,,252000.0,0.029,244700.0,267.1,Under Review
BK00663,20220829,ADV0003,PF05,AF11,Digital,1.0,0.0,0.059,0.0,137.2,Cancelled
BK00664,20200526,ADV0049,PF03,AF02,Print,1.0,26800.0,0.051,25400.0,,Confirmed
BK00665,20190817,ADV0050,PF01,AF01,Print,1.0,0.0,0.048,0.0,,Cancelled
BK00666,20191207,ADV0044,PF06,AF09,Digital,7.0,0.0,0.059,0.0,183.5,CANCELLED
BK00667,20200616,ADV0001,PF03,AF03,Print,1.0,15200.0,0.051,14400.0,,Confirmed
BK00668,20191221,ADV0085,PF01,AF02,Print,1.0,32100.0,0.056,30300.0,,Confirmed
BK00669,20200218,ADV0020,PF02,AF05,Print,1.0,0.0,0.102,0.0,,Cancelled
BK00670,20200928,ADV0094,PF06,AF09,Digital,7.0,52600.0,0.025,51300.0,23.4,Confirmed
BK00671,20200117,ADV0064,PF06,AF08,Digital,14.0,59800.0,0.077,55200.0,179.5,Under Review
BK00672,20240513,ADV0066,PF02,AF01,Print,1.0,0.0,0.051,0.0,,Cancelled
BK00673,20190619,ADV0088,PF02,AF01,Print,1.0,58000.0,0.054,54900.0,,Confirmed
BK00674,20220301,ADV0071,PF05,AF10,Digital,1.0,27300.0,0.003,27200.0,722.7,Confirmed
BK00675,20210610,ADV0094,PF01,AF01,Print,1.0,64000.0,0.033,61900.0,,Confirmed
BK00676,20241129,ADV0086,PF01,AF03,Print,1.0,0.0,0.008,0.0,,Cancelled
BK00677,20190913,ADV0005,PF04,AF07,Digital,21.0,197700.0,0.069,184100.0,154.3,Confirmed
BK00678,20210515,ADV0089,PF02,AF02,Print,1.0,42500.0,0.065,39700.0,,Confirmed
BK00679,20241104,ADV0044,PF04,AF11,Digital,1.0,11000.0,0.017,10800.0,463.4,Confirmed
BK00680,20240316,ADV0040,PF06,AF08,Digital,7.0,66800.0,0.037,64300.0,32.0,Confirmed
BK00681,20231202,ADV0030,PF04,AF12,Digital,7.0,42200.0,0.058,39800.0,799.0,Confirmed
BK00682,20200718,ADV0042,PF04,AF06,Digital,60.0,477200.0,0.109,425200.0,479.6,Confirmed
BK00683,20200111,ADV0072,PF04,AF06,Digital,14.0,51300.0,,47200.0,607.4,Confirmed
BK00684,20230106,ADV0079,PF05,AF10,Digital,1.0,32500.0,0.002,32400.0,247.7,Confirmed
BK00685,20240801,ADV0028,PF01,AF01,Print,1.0,153500.0,0.128,133900.0,,Confirmed
BK00686,20220430,ADV0027,PF04,AF07,Digital,14.0,260300.0,0.104,233200.0,465.3,Confirmed
BK00687,20220528,ADV0058,PF05,AF06,Digital,7.0,53700.0,0.019,52700.0,584.6,Confirmed
BK00688,20200915,ADV0089,PF01,AF04,Print,1.0,87700.0,0.145,75000.0,,Confirmed
BK00689,20230821,ADV0084,PF01,AF03,Print,1.0,17700.0,0.018,17400.0,,CONFIRMED
BK00690,20200219,ADV0007,PF01,AF04,Print,1.0,43600.0,0.044,41700.0,,Confirmed
BK00691,20201214,ADV0018,PF01,AF02,Print,1.0,26000.0,0.001,26000.0,,Confirmed
BK00692,20210721,ADV0027,PF01,AF03,Print,1.0,24800.0,0.057,23400.0,,Confirmed
BK00693,20220119,ADV0046,PF01,AF02,Print,1.0,0.0,0.05,0.0,,Cancelled
BK00694,20200606,ADV0095,PF04,AF11,Digital,1.0,7200.0,0.05,6800.0,201.1,Confirmed
BK00695,20190920,ADV0091,PF01,AF04,Print,1.0,103000.0,0.104,92300.0,,Confirmed
BK00696,20220910,ADV0020,PF04,AF06,Digital,30.0,331100.0,0.149,281800.0,298.2,Confirmed
BK00697,20201005,ADV0042,PF06,AF09,Digital,14.0,127600.0,0.094,115600.0,173.1,Confirmed
BK00698,20220622,ADV0064,PF02,AF01,Print,1.0,0.0,0.054,0.0,,Cancelled
BK00699,20191209,ADV0086,PF05,AF06,Digital,14.0,0.0,0.043,0.0,631.7,Cancelled
BK00700,20211127,ADV0021,PF03,AF03,Print,1.0,11800.0,0.035,11400.0,,CONFIRMED
BK00701,20220317,ADV0030,PF03,AF05,Print,1.0,900.0,0.033,900.0,,Confirmed
BK00702,20190421,ADV0015,PF01,AF02,Print,1.0,29100.0,0.038,28000.0,,Confirmed
BK00703,20210108,ADV0015,PF02,AF03,Print,1.0,16000.0,0.03,15500.0,,Confirmed
BK00704,20191031,ADV0067,PF01,AF02,Print,,28200.0,0.02,27600.0,,Confirmed
BK00705,20190513,ADV0053,PF02,AF05,Print,1.0,600.0,0.026,600.0,,Under Review
BK00706,20241213,ADV0010,PF04,AF07,Digital,21.0,504300.0,0.104,451900.0,182.2,Confirmed
BK00707,20201211,ADV0023,PF01,AF02,Print,1.0,25900.0,0.008,25700.0,,Confirmed
BK00708,20231118,ADV0036,PF01,AF01,Print,1.0,83900.0,0.036,80900.0,,Confirmed
BK00709,20200709,ADV0048,PF01,AF04,Print,1.0,68300.0,,64200.0,,Confirmed
BK00710,20230205,ADV0046,PF02,AF05,Print,1.0,1000.0,0.047,1000.0,,UNDER REVIEW
BK00711,20230726,ADV0075,PF02,AF02,Print,,52600.0,0.014,51900.0,,Confirmed
BK00712,20220731,ADV0048,PF02,AF01,Print,1.0,67300.0,0.039,64700.0,,Under Review
BK00713,20211108,ADV0012,PF03,AF03,Print,1.0,16000.0,0.013,15800.0,,Confirmed
BK00714,20210614,ADV0098,PF01,AF03,Print ,1.0,16400.0,0.031,15900.0,,Confirmed
BK00715,20210206,ADV0076,PF02,AF03,Print,1.0,18500.0,0.006,18400.0,,Confirmed
BK00716,20240802,ADV0047,PF05,AF10,Digital,1.0,55000.0,0.063,51500.0,672.5,Confirmed
BK00717,20231227,ADV0002,PF01,AF01,Print,1.0,112300.0,0.079,103400.0,,Under Review
BK00718,20241026,ADV0055,PF04,AF06,Digital ,30.0,356600.0,0.041,342000.0,362.9,Confirmed
BK00719,20191011,ADV0045,PF01,AF05,Print,1.0,900.0,0.055,900.0,,Confirmed
BK00720,20230515,ADV0082,PF02,AF02,Print,1.0,44700.0,0.042,42800.0,,Confirmed
BK00721,20240826,ADV0022,PF01,AF02,Print,,63400.0,0.01,62800.0,,Confirmed
BK00722,20200205,ADV0099,PF02,AF02,Print,1.0,20200.0,0.068,18800.0,,Confirmed
BK00723,20190519,ADV0086,PF02,AF03,Print,1.0,17500.0,0.048,16700.0,,Confirmed
BK00724,20230604,ADV0041,PF04,AF06,Digital,21.0,0.0,,0.0,120.3,Cancelled
BK00725,20220604,ADV0013,PF05,AF10,Digital,1.0,37100.0,0.062,34800.0,763.5,Confirmed
BK00726,20240121,ADV0098,PF04,AF11,Digital,1.0,9700.0,0.031,9400.0,560.7,Confirmed
BK00727,20191111,ADV0060,PF03,AF03,Print,1.0,16100.0,,15500.0,,Confirmed
BK00728,20231020,ADV0012,PF01,AF03,Print,1.0,24100.0,0.039,23200.0,,Confirmed
BK00729,20200321,ADV0035,PF04,AF07,Digital,14.0,125400.0,0.043,120000.0,259.1,Confirmed
BK00730,20191226,ADV0029,PF01,AF03,Print,1.0,10900.0,0.02,10700.0,,Confirmed
BK00731,20191227,ADV0059,PF01,AF02,Print,1.0,41300.0,0.117,36500.0,,Confirmed
BK00732,20231127,ADV0025,PF04,AF10,Digital,1.0,24800.0,0.033,24000.0,622.9,Confirmed
BK00733,20221229,ADV0055,PF01,AF01,Print,1.0,0.0,0.024,0.0,,CANCELLED
BK00734,20220226,ADV0045,PF05,AF06,Digital ,30.0,361700.0,0.14,311100.0,747.0,Under Review
BK00735,20210303,ADV0089,PF01,AF03,Print,1.0,24200.0,0.076,22400.0,,Under Review
BK00736,20240407,ADV0049,PF05,AF10,Digital,1.0,35400.0,,32900.0,424.8,Confirmed
BK00737,20210504,ADV0026,PF05,AF10,Digital,1.0,0.0,0.014,0.0,180.6,Cancelled
BK00738,20231201,ADV0035,PF01,AF02,Print,1.0,50400.0,0.012,49800.0,,Confirmed
BK00739,20210828,ADV0012,PF04,AF06,Digital,30.0,233800.0,0.059,220000.0,457.6,Confirmed
BK00740,20210407,ADV0072,PF05,AF12,Digital,21.0,64800.0,0.08,59600.0,205.2,Confirmed
BK00741,20211021,ADV0026,PF05,AF11,Digital,1.0,6400.0,0.018,6300.0,736.3,Confirmed
BK00742,20201101,ADV0025,PF01,AF01,Print,1.0,33900.0,0.063,31800.0,,Confirmed
BK00743,20230621,ADV0045,PF04,AF10,Digital,1.0,47400.0,0.129,41300.0,400.9,Confirmed
BK00744,20220107,ADV0007,PF01,AF03,Print,1.0,14300.0,,13400.0,,Confirmed
BK00745,20200516,ADV0081,PF04,AF07,Digital,14.0,108900.0,0.052,103200.0,617.9,Under Review
BK00746,20240518,ADV0004,PF05,AF10,Digital,1.0,0.0,0.045,0.0,359.2,Cancelled
BK00747,20210419,ADV0094,PF02,AF02,Print,1.0,33500.0,0.072,31100.0,,Under Review
BK00748,20220407,ADV0025,PF01,AF01,Print,1.0,45100.0,0.02,44200.0,,Under Review
BK00749,20240531,ADV0099,PF01,AF02,Print,1.0,43400.0,0.01,43000.0,,Confirmed
BK00750,20221010,ADV0096,PF04,AF07,Digital,30.0,340000.0,0.072,315500.0,688.0,Confirmed
BK00751,20190925,ADV0024,PF01,AF01,Print,1.0,76300.0,0.111,67800.0,,Confirmed
BK00752,20240830,ADV0100,PF01,AF03,Print,1.0,23300.0,0.072,21600.0,,Confirmed
BK00753,20221018,ADV0026,PF04,AF11,Digital,1.0,6600.0,0.015,6500.0,620.5,Confirmed
BK00754,20210104,ADV0050,PF01,AF02,Print,1.0,0.0,0.035,0.0,,Cancelled
BK00755,20191110,ADV0089,PF01,AF01,Print,1.0,79500.0,0.119,70000.0,,Confirmed
BK00756,20231017,ADV0010,PF01,AF04,Print,1.0,188000.0,0.078,173300.0,,Confirmed
BK00757,20221002,ADV0051,PF05,AF06,Digital,21.0,170300.0,0.002,170000.0,558.3,Confirmed
BK00758,20220319,ADV0022,PF01,AF02,Print,1.0,39900.0,0.03,38700.0,,Confirmed
BK00759,20240507,ADV0069,PF04,AF07,Digital,30.0,557800.0,0.013,550500.0,479.2,Confirmed
BK00760,20231006,ADV0019,PF02,AF05,Print,1.0,700.0,0.041,700.0,,Confirmed
BK00761,20191204,ADV0066,PF04,AF06,Digital,60.0,365700.0,0.066,341600.0,407.2,Under Review
BK00762,20201121,ADV0049,PF01,AF03,Print,1.0,14400.0,,14100.0,,Confirmed
BK00763,20200622,ADV0088,PF04,AF06,Digital,14.0,80300.0,0.053,76000.0,720.6,Confirmed
BK00764,20230611,ADV0070,PF02,AF01,Print,1.0,84500.0,0.036,81500.0,,Confirmed
BK00765,20190319,ADV0065,PF03,AF03,Print,1.0,12000.0,0.013,11800.0,,Confirmed
BK00766,20220525,ADV0055,PF02,AF02,Print,1.0,35300.0,0.007,35100.0,,Confirmed
BK00767,20230801,ADV0086,PF04,AF06,Digital,21.0,226700.0,0.005,225600.0,641.6,Confirmed
BK00768,20240406,ADV0039,PF05,AF10,Digital,1.0,25700.0,0.027,25000.0,184.0,Confirmed
BK00769,20210121,ADV0059,PF01,AF04,Print,1.0,123200.0,,106000.0,,Confirmed
BK00770,20231210,ADV0025,PF04,AF06,Digital,,49200.0,0.064,46100.0,697.9,Confirmed
BK00771,20190910,ADV0089,PF01,AF02,Print,1.0,43900.0,0.138,37800.0,,Confirmed
BK00772,20240201,ADV0074,PF04,AF06,Digital,14.0,182800.0,0.019,179300.0,567.0,Confirmed
BK00773,20191017,ADV0043,PF04,AF06,Digital,21.0,144000.0,0.037,138700.0,569.6,Under Review
BK00774,20210514,ADV0075,PF05,AF06,Digital,7.0,54600.0,0.047,52000.0,123.7,Confirmed
BK00775,20231024,ADV0011,PF04,AF07,Digital,14.0,0.0,0.048,0.0,463.1,Cancelled
BK00776,20191201,ADV0003,PF01,AF01,Print,1.0,59300.0,0.078,54700.0,,Confirmed
BK00777,20200511,ADV0034,PF01,AF03,Print,1.0,10200.0,,10200.0,,Confirmed
BK00778,20230428,ADV0046,PF04,AF11,Digital,1.0,8900.0,0.035,8600.0,246.2,Confirmed
BK00779,20230424,ADV0042,PF05,AF06,Digital,14.0,210800.0,0.127,184000.0,229.6,Confirmed
BK00780,20221114,ADV0085,PF05,AF06,Digital,30.0,272100.0,0.017,267500.0,91.5,Confirmed
BK00781,20230307,ADV0086,PF06,AF08,Digital,14.0,112800.0,0.009,111800.0,54.0,Under Review
BK00782,20220405,ADV0068,PF05,AF11,Digital,1.0,10700.0,0.117,9400.0,778.1,Confirmed
BK00783,20200701,ADV0047,PF01,AF05,Print,1.0,900.0,0.14,800.0,,Confirmed
BK00784,20210130,ADV0093,PF04,AF11,Digital,1.0,6500.0,0.06,6100.0,77.1,Confirmed
BK00785,20200206,ADV0039,PF01,AF02,Print,1.0,17600.0,0.072,16300.0,,Confirmed
BK00786,20240605,ADV0071,PF05,AF12,Digital,7.0,49800.0,0.016,49000.0,777.7,Under Review
BK00787,20220627,ADV0085,PF01,AF01,Print,1.0,65200.0,0.056,61500.0,,Confirmed
BK00788,20210520,ADV0082,PF02,AF03,Print,1.0,18400.0,,16900.0,,Confirmed
BK00789,20211019,ADV0014,PF01,AF05,Print,1.0,1000.0,0.138,900.0,,Confirmed
BK00790,20240917,ADV0037,PF05,AF10,Digital,1.0,24900.0,0.028,24200.0,199.7,Confirmed
BK00791,20191207,ADV0084,PF01,AF02,Print,1.0,22200.0,0.032,21500.0,,Confirmed
BK00792,20220705,ADV0050,PF02,AF02,Print,1.0,0.0,0.055,0.0,,Cancelled
BK00793,20220114,ADV0059,PF01,AF01,Print,1.0,102100.0,0.121,89700.0,,Confirmed
BK00794,20220912,ADV0048,PF05,AF06,Digital,14.0,121400.0,0.001,121300.0,632.3,Confirmed
BK00795,20190213,ADV0077,PF04,AF06,Digital,21.0,96500.0,0.039,92700.0,529.7,Confirmed
