policy_id,date_id,customer_id,product_id,branch_id,channel_id,premium_egp,underwriting_cost,admin_cost,total_cost,expected_claim_reserve,term_months,policy_status,customer_type,is_returning_customer
POL01028,20230905,CUS0042,PR01,BR09,CH03,3278.65,530.47,385.25,915.72,2202.43,12.0,Cancelled,Individual,True
POL01029,20231013,CUS0038,PR02,BR10,CH03,1367.58,184.59,182.17,366.76,583.06,6.0,Active,Individual,False
POL01030,20241129,CUS0074,PR02,BR04,CH03,1954.1,266.77,258.24,525.01,931.23,12.0,Expired,Individual,True
POL01031,20241010,CUS0105,PR01,BR11,CH03,7195.22,861.5,,1934.67,5238.73,6.0,Expired,Individual,True
POL01032,20240503,CUS0014,PR01,BR03,CH01,2447.89,396.46,211.57,608.03,1862.76,24.0,Expired,Individual,True
POL01033,20230518,CUS0059,PR01,BR07,CH04,3962.81,584.31,570.78,1155.09,1788.64,12.0,Active,Individual,False
POL01034,20240904,CUS0119,PR01,BR01,CH04,6017.2,735.18,690.44,1425.62,3911.98,12.0,Expired,Individual,True
POL01035,20230519,CUS0139,PR05,BR03,CH02,63268.41,8187.28,8268.74,16456.02,35184.9,6.0,Expired,Corporate,False
POL01036,20240416,CUS0086,PR02,BR04,CH01,686.23,103.09,62.24,165.33,326.45,6.0,Expired,Individual,True
POL01037,20230731,CUS0168,PR04,BR02,CH01,95520.21,12799.82,11503.38,24303.2,48090.47,12.0,Active,Corporate,True
POL01038,20231125,CUS0085,PR03,BR04,CH01,4808.49,723.69,709.89,1433.58,2778.44,24.0,Active,Individual,False
POL01039,20240930,CUS0092,PR01,BR05,CH03,2372.97,397.92,212.52,610.44,1220.23,24.0,Active,Individual,True
POL01040,20230823,CUS0037,PR02,BR01,CH02,1175.72,127.54,156.34,283.88,478.01,12.0,Active,Individual,True
POL01041,20240608,CUS0072,PR07,BR01,CH01,718.73,77.09,104.95,182.04,299.89,6.0,ACTIVE,Individual,True
POL01042,20240122,CUS0063,PR01,BR06,CH04,2214.07,355.7,326.85,682.55,1708.03,24.0,Expired,Individual,True
POL01043,20241025,CUS0024,PR02,BR09,CH02,1552.65,164.42,183.35,347.77,1053.15,12.0,Expired,Individual,False
POL01044,20241002,CUS0171,PR04,BR11,CH01,77199.06,9202.45,6439.34,15641.79,30633.74,24.0,Expired,Corporate,False
POL01045,20240923,CUS0049,PR03,BR11,CH03,7442.79,814.04,1044.21,1858.25,3892.11,6.0,Active,Individual,False
POL01046,20230421,CUS0053,PR02,BR08,CH02,591.1,64.89,50.59,115.48,363.03,24.0,Active,Individual,False
POL01047,20230407,CUS0161,PR08,BR06,CH04,6278.08,1021.63,611.1,1632.73,1865.82,6.0,Cancelled,Corporate,False
POL01048,20240116,CUS0078,PR02,BR03,CH04,854.25,126.34,104.58,230.92,466.24,24.0,Expired,Individual,True
POL01049,20230102,CUS0043,PR02,BR04,CH01,1781.4,249.22,221.15,470.37,974.59,12.0,Active,Individual,False
POL01050,20241123,CUS0083,PR02,BR03,CH01,1194.93,122.55,149.03,271.58,653.36,6.0,Active,Individual,True
POL01051,20231124,CUS0079,PR02,BR09,CH03,901.19,135.28,96.97,232.25,399.55,12.0,Active,Individual,True
POL01052,20231207,CUS0047,PR03,BR03,CH02,8121.29,1093.1,855.95,1949.05,2918.0,12.0,Active,Individual,False
POL01053,20230101,CUS0021,PR03,BR04,CH01,11813.19,1568.12,946.22,2514.34,6265.29,24.0,Active,Individual,True
POL01054,20240612,CUS0058,PR01,BR09,CH02,7447.61,1041.86,849.29,1891.15,5363.99,24.0,Active,Individual,False
POL01055,20231204,CUS0145,PR06,BR01,CH03,166615.62,25794.94,18679.75,44474.69,94770.37,24.0,Expired,Corporate,False
POL01056,20241123,CUS0150,PR05,BR04,CH02,64965.5,9776.36,,18921.25,24879.74,24.0,Active,Corporate,True
POL01057,20230825,CUS0044,PR02,BR04,CH01,838.34,125.0,78.83,203.83,493.25,24.0,Active,Individual,False
POL01058,20231223,CUS0052,PR02,BR09,CH01,1908.49,245.98,282.36,528.34,917.33,24.0,Expired,Individual,True
POL01059,20241005,CUS0044,PR02,BR01,CH02,1670.63,275.19,226.38,501.57,671.11,12.0,Active,Individual,False
POL01060,20230304,CUS0069,PR01,BR06,CH04,4041.13,458.61,435.87,894.48,2289.61,24.0,Active,Individual,False
POL01061,20240126,CUS0092,PR01,BR02,CH02,2822.6,409.2,358.4,767.6,1382.29,6.0,Active,Individual,True
POL01062,20241201,CUS0038,PR02,BR03,CH03,1300.37,199.86,179.97,379.83,744.67,6.0,Active,Individual,False
POL01063,20230730,CUS0132,PR08,BR11,CH04,4338.07,594.13,364.18,958.31,1560.21,12.0,Expired,Corporate,True
POL01064,20240513,CUS0171,PR08,BR05,CH02,17951.85,2316.53,1792.33,4108.86,7067.32,6.0,Active,Corporate,False
POL01065,20240330,CUS0010,PR07,BR10,CH01,1478.67,232.14,173.94,406.08,499.79,12.0,Cancelled,Individual,False
POL01066,20230423,CUS0003,PR01,BR03,CH03,6916.94,798.17,881.98,1680.15,4694.5,24.0,Expired,Individual,False
POL01067,20230529,CUS0037,PR07,BR05,CH02,850.13,118.16,123.03,241.19,383.0,6.0,Active,Individual,True
POL01068,20230904,CUS0138,PR04,BR04,CH02,75822.65,12061.68,7443.18,19504.86,34905.99,12.0,Expired,Corporate,False
POL01069,20230806,CUS0004,PR02,BR10,CH02,1079.45,114.15,117.14,231.29,447.36,6.0,Active,Individual,True
POL01070,20241104,CUS0017,PR02,BR06,CH05,524.2,74.04,69.82,143.86,254.19,12.0,Active,Individual,False
POL01071,20230911,CUS0031,PR01,BR10,CH01,6519.87,993.92,973.36,1967.28,3000.26,6.0,Expired,Individual,True
POL01072,20230706,CUS0128,PR09,BR06,CH01,108022.67,16115.37,14095.36,30210.73,48098.69,6.0,Active,Corporate,True
POL01073,20231201,CUS0006,PR02,BR04,CH02,1883.99,311.46,266.04,577.5,1258.84,,Active,Individual,True
POL01074,20230503,CUS0083,PR02,BR03,CH03,1270.03,199.05,153.83,352.88,815.85,24.0,Active,Individual,True
POL01075,20240326,CUS0060,PR02,BR10,CH02,1543.5,224.77,190.11,414.88,840.56,6.0,Active,Individual,True
POL01076,20231228,CUS0079,PR02,BR05,CH04,740.73,79.86,61.59,141.45,343.3,12.0,Active,Individual,True
POL01077,20231203,CUS0104,PR01,BR01,CH03,6693.87,1076.75,981.95,2058.7,4719.4,12.0,Active,Individual,True
POL01078,20240527,CUS0179,PR04,BR04,CH03,42966.12,7445.55,3848.2,11293.75,15207.32,6.0,Expired,Corporate,False
POL01079,20230901,CUS0178,PR05,BR01,CH02,9391.79,1024.58,812.61,1837.19,4265.78,12.0,Expired,Corporate,False
POL01080,20241015,CUS0040,PR01,BR06,CH02,7181.87,931.61,874.03,1805.64,3813.51,12.0,Expired,Individual,True
POL01081,20230630,CUS0176,PR04,BR03,CH03,96340.09,9937.28,8002.64,17939.92,40372.37,24.0,Active,Corporate,True
POL01082,20230606,CUS0046,PR02,BR04,CH02,772.79,128.88,67.36,196.24,371.18,6.0,Active,Individual,True
POL01083,20240927,CUS0179,PR05,BR12,CH02,46693.17,4778.74,5777.85,10556.59,17634.36,12.0,Active,Corporate,False
POL01084,20230101,CUS0052,PR01,BR08,CH04,7402.44,765.34,745.04,1510.38,3516.24,24.0,Expired,Individual,True
POL01085,20230717,CUS0064,PR03,BR05,CH02,13048.54,2250.81,1599.62,3850.43,6981.76,6.0,Active,Individual,True
POL01086,20230925,CUS0033,PR03,BR06,CH03,6808.6,1150.69,610.09,1760.78,3262.45,12.0,Active,Individual,True
POL01087,20240906,CUS0116,PR01,BR09,CH01,3880.36,623.35,477.65,1101.0,2337.62,24.0,Active,Individual,True
POL01088,20230206,CUS0017,PR03,BR01,CH04,9228.72,1033.77,1231.44,2265.21,3193.49,12.0,Active,Individual,False
POL01089,20241122,CUS0104,PR01,BR06,CH03,1696.78,251.35,218.32,469.67,1092.92,24.0,Active,Individual,True
POL01090,20240414,CUS0053,PR01,BR01,CH01,7312.35,759.43,1089.59,1849.02,5425.82,24.0,Active,Individual,False
POL01091,20240920,CUS0113,PR01,BR05,CH05,3606.99,558.28,441.26,999.54,2005.62,6.0,Expired,Individual,False
POL01092,20230716,CUS0001,PR07,BR02,CH03,873.25,133.78,85.53,219.31,234.94,12.0,Active,Individual,True
POL01093,20241109,CUS0062,PR03,BR10,CH02,11712.22,1704.06,1670.84,3374.9,4213.05,6.0,Active,Individual,False
POL01094,20240714,CUS0115,PR01,BR04,CH01,1742.1,287.64,199.38,487.02,1197.84,,Active,Individual,True
POL01095,20240828,CUS0104,PR02,BR07,CH01,980.59,146.18,102.11,248.29,534.9,24.0,Active,Individual,True
POL01096,20240928,CUS0006,PR01,BR01,CH04,7332.61,1136.16,847.77,1983.93,3356.61,24.0,Cancelled,Individual,True
POL01097,20240323,CUS0019,PR02,BR04,CH02,1605.65,221.56,161.41,382.97,1091.71,24.0,Cancelled,Individual,True
POL01098,20240519,CUS0002,PR01,BR12,CH02,5586.47,590.3,455.59,1045.89,2990.23,24.0,Active,Individual,True
POL01099,20230724,CUS0142,PR08,BR02,CH02,18725.85,2276.56,2516.91,4793.47,4992.71,12.0,Active,Corporate,True
POL01100,20240609,CUS0061,PR03,BR06,CH02,10288.27,1792.44,1133.46,2925.9,4288.31,12.0,Active,Individual,False
POL01101,20241004,CUS0143,PR04,BR06,CH02,86318.51,10209.63,7888.62,18098.25,34214.05,6.0,Cancelled,Corporate,False
POL01102,20230928,CUS0032,PR02,BR09,CH03,1101.11,194.0,160.02,354.02,458.35,6.0,Active,Individual,True
POL01103,20230327,CUS0049,PR01,BR03,CH03,3391.99,425.67,350.62,776.29,2415.53,6.0,Expired,Individual,False
POL01104,20230308,CUS0014,PR01,BR01,CH01,5293.35,877.8,575.78,1453.58,3598.87,6.0,Cancelled,Individual,True
POL01105,20240424,CUS0056,PR03,BR06,CH05,7841.08,933.85,1032.76,1966.61,3269.26,6.0,Expired,Individual,True
POL01106,20231218,CUS0009,PR01,BR06,CH01,3142.32,479.03,412.69,891.72,2261.59,24.0,Expired,Individual,False
POL01107,20241119,CUS0097,PR03,BR07,CH04,3280.42,576.45,283.09,859.54,1669.11,6.0,Active,Individual,True
POL01108,20240322,CUS0042,PR02,BR11,CH02,1043.58,105.8,,194.82,406.13,6.0,Active,Individual,True
POL01109,20231118,CUS0123,PR02,BR03,CH03,1523.85,273.01,148.16,421.17,906.06,24.0,Active,Individual,False
POL01110,20240316,CUS0077,PR01,BR03,CH02,5504.11,836.91,777.7,1614.61,3509.06,6.0,Active,Individual,False
POL01111,20240810,CUS0136,PR09,BR01,CH01,148843.93,22580.51,16453.99,39034.5,86352.24,12.0,Cancelled,Corporate,True
POL01112,20240209,CUS0017,PR01,BR04,CH01,1899.91,228.25,186.01,414.26,1263.02,12.0,Active,Individual,False
POL01113,20231219,CUS0134,PR05,BR01,CH02,48100.9,6645.01,4527.63,11172.64,17041.93,6.0,Active,Corporate,False
POL01114,20230514,CUS0047,PR01,BR05,CH01,6884.72,1033.77,652.24,1686.01,4941.52,6.0,Active,Individual,False
POL01115,20240603,CUS0108,PR02,BR06,CH01,889.74,141.74,113.66,255.4,359.67,12.0,Cancelled,Individual,True
POL01116,20240825,CUS0101,PR03,BR03,CH01,-3230.08,388.77,,706.22,1417.59,12.0,Active,Individual,True
POL01117,20230730,CUS0099,PR01,BR04,CH04,6441.86,1065.58,769.35,1834.93,2840.64,24.0,Active,Individual,True
POL01118,20230307,CUS0011,PR07,BR01,CH02,572.46,100.77,83.24,184.01,202.86,,Cancelled,Individual,False
POL01119,20231209,CUS0039,PR07,BR04,CH01,1436.81,159.39,166.58,325.97,524.75,12.0,CANCELLED,Individual,True
POL01120,20230129,CUS0106,PR02,BR06,CH02,1897.19,295.06,225.38,520.44,1107.37,12.0,Cancelled,Individual,False
POL01121,20240511,CUS0014,PR01,BR03,CH04,6414.47,1055.74,880.06,1935.8,2946.3,24.0,Expired,Individual,True
POL01122,20230224,CUS0153,PR05,BR01,CH02,29997.35,4088.49,4246.11,8334.6,17614.54,12.0,Active,Corporate,True
POL01123,20240911,CUS0002,PR02,BR03,CH01,1686.8,265.17,174.79,439.96,1127.2,6.0,Active,Individual,True
POL01124,20240321,CUS0148,PR04,BR06,CH01,34624.24,5277.02,5146.7,10423.72,16896.2,12.0,Expired,Corporate,True
POL01125,20241220,CUS0105,PR01,BR12,CH01,6377.49,1139.46,603.08,1742.54,3484.64,6.0,Active,Individual,True
POL01126,20230822,CUS0043,PR02,BR04,CH02,808.3,108.11,,190.39,412.72,24.0,Cancelled,Individual,False
POL01127,20240126,CUS0111,PR07,BR01,CH01,324.27,35.87,33.56,69.43,96.8,6.0,Expired,Individual,True
POL01128,20240622,CUS0014,PR01,BR06,CH01,7831.24,1408.17,768.68,2176.85,4025.66,6.0,Active,Individual,True
POL01129,20240801,CUS0171,PR08,BR05,CH01,15051.31,1514.25,1458.15,2972.4,5457.63,24.0,Cancelled,Corporate,False
POL01130,20241029,CUS0070,PR01,BR01,CH02,5091.09,815.48,631.94,1447.42,2828.1,,Cancelled,Individual,True
POL01131,20230410,CUS0056,PR03,BR01,CH03,8564.77,862.08,1116.93,1979.01,4378.09,6.0,Active,Individual,True
POL01132,20240614,CUS0074,PR01,BR01,CH03,1523.65,201.47,223.53,425.0,1150.55,12.0,Active,Individual,True
POL01133,20231005,CUS0109,PR07,BR01,CH03,549.74,60.92,64.2,125.12,206.12,6.0,Active,Individual,True
POL01134,20230628,CUS0133,PR06,BR02,CH01,23879.27,3026.74,1980.24,5006.98,15930.1,6.0,Active,Corporate,False
POL01135,20240829,CUS0013,PR07,BR03,CH03,1131.91,196.73,128.05,324.78,448.92,24.0,Cancelled,Individual,False
POL01136,20230411,CUS0018,PR03,BR12,CH02,11033.12,1746.18,1264.61,3010.79,5825.75,6.0,Active,Individual,False
POL01137,20231005,CUS0060,PR01,BR01,CH02,7193.83,907.31,753.48,1660.79,4630.58,6.0,Active,Individual,True
POL01138,20230531,CUS0001,PR02,BR01,CH02,1511.72,172.63,168.32,340.95,729.43,24.0,Active,Individual,True
POL01139,20240318,CUS0013,PR03,BR10,CH01,4523.96,469.46,579.74,1049.2,2148.44,6.0,Active,Individual,False
POL01140,20230829,CUS0164,PR05,BR01,CH04,58396.1,9959.4,6889.15,16848.55,25772.46,6.0,Active,Corporate,False
POL01141,20240314,CUS0171,PR08,BR10,CH03,6141.09,635.87,599.41,1235.28,2765.66,24.0,Active,Corporate,False
POL01142,20231015,CUS0157,PR06,BR02,CH03,102540.84,10953.51,12500.99,23454.5,47457.53,12.0,Active,Corporate,True
POL01143,20241129,CUS0115,PR02,BR01,CH01,861.64,101.59,72.14,173.73,579.68,12.0,Expired,Individual,True
POL01144,20230816,CUS0070,PR03,BR11,CH02,8563.79,1307.92,1096.33,2404.25,2838.95,24.0,Active,Individual,True
POL01145,20240128,CUS0166,PR06,BR05,CH02,112528.66,15392.26,11546.91,26939.17,71648.04,12.0,Active,Corporate,True
POL01146,20230606,CUS0141,PR10,BR10,CH02,97999.93,11460.75,12100.42,23561.17,43883.06,6.0,Cancelled,Corporate,True
POL01147,20230822,CUS0023,PR02,BR06,CH03,1463.19,262.9,165.59,428.49,583.32,12.0,Active,Individual,False
POL01148,20231105,CUS0111,PR01,BR12,CH03,2435.75,411.78,,701.93,1528.93,6.0,Active,Individual,True
POL01149,20230323,CUS0039,PR01,BR01,CH04,4401.23,757.68,488.55,1246.23,2196.06,24.0,Active,Individual,True
POL01150,20230411,CUS0106,PR01,BR09,CH02,7665.32,821.32,1017.07,1838.39,4145.78,12.0,Expired,Individual,False
POL01151,20230602,CUS0043,PR01,BR04,CH01,6574.83,810.84,659.2,1470.04,3305.61,24.0,Active,Individual,False
POL01152,20240515,CUS0099,PR01,BR10,CH01,2587.54,364.76,387.66,752.42,1654.67,,Expired,Individual,True
POL01153,20240421,CUS0096,PR03,BR08,CH02,8232.52,1376.78,1124.5,2501.28,3507.77,12.0,Expired,Individual,False
POL01154,20240904,CUS0022,PR01,BR01,CH02,4689.11,727.77,551.07,1278.84,3502.94,6.0,Expired,Individual,True
POL01155,20240806,CUS0024,PR07,BR01,CH04,1395.09,192.79,145.02,337.81,625.97,12.0,Active,Individual,False
POL01156,20240630,CUS0111,PR01,BR11,CH01,7503.48,801.98,1117.72,1919.7,4142.19,12.0,Active,Individual,True
POL01157,20231224,CUS0098,PR02,BR02,CH02,1034.7,109.5,86.57,196.07,593.78,6.0,Active,Individual,True
POL01158,20230503,CUS0035,PR01,BR07,CH01,6884.68,759.66,601.79,1361.45,4117.57,,Active,Individual,True
POL01159,20230617,CUS0070,PR01,BR01,CH02,2550.35,433.17,350.02,783.19,1488.97,12.0,Active,Individual,True
POL01160,20231204,CUS0110,PR07,BR09,CH01,200.3,30.02,27.3,57.32,84.63,24.0,Cancelled,Individual,True
POL01161,20240609,CUS0104,PR07,BR10,CH05,423.36,74.61,59.67,134.28,112.95,24.0,Active,Individual,True
POL01162,20230725,CUS0058,PR07,BR02,CH04,570.56,77.93,76.95,154.88,151.2,12.0,Active,Individual,False
POL01163,20241202,CUS0018,PR02,BR08,CH03,1791.64,289.05,245.54,534.59,1202.96,6.0,Active,Individual,False
POL01164,20230622,CUS0119,PR02,BR11,CH01,1309.65,175.74,120.21,295.95,693.84,,Cancelled,Individual,True
POL01165,20230505,CUS0157,PR08,BR01,CH02,16104.05,2627.45,1669.42,4296.87,6603.59,6.0,Cancelled,Corporate,True
POL01166,20230329,CUS0126,PR05,BR04,CH01,13566.85,1615.1,1113.81,2728.91,5524.33,24.0,Active,Corporate,True
POL01167,20240429,CUS0173,PR06,BR02,CH02,33462.59,5076.72,2795.21,7871.93,12219.5,6.0,Active,Corporate,False
POL01168,20230723,CUS0069,PR01,BR02,CH02,5121.2,615.8,703.29,1319.09,3474.91,24.0,Active,Individual,False
POL01169,20230206,CUS0008,PR01,BR06,CH01,1791.04,254.15,188.92,443.07,1046.14,6.0,Active,Individual,True
POL01170,20230318,CUS0067,PR02,BR01,CH03,1185.79,189.15,,295.48,612.53,24.0,Active,Individual,False
POL01171,20241023,CUS0151,PR05,BR09,CH02,58035.16,6516.97,8012.54,14529.51,22325.73,24.0,Active,Corporate,False
POL01172,20240328,CUS0095,PR02,BR06,CH01,1277.56,182.27,169.27,351.54,797.85,24.0,Active,Individual,True
POL01173,20241120,CUS0179,PR04,BR04,CH01,21793.97,2848.58,2453.18,5301.76,12938.0,24.0,Active,Corporate,False
POL01174,20230314,CUS0142,PR08,BR02,CH02,14220.89,1989.89,2044.36,4034.25,6664.77,24.0,Expired,Corporate,True
POL01175,20241115,CUS0002,PR03,BR01,CH03,5184.89,643.31,602.1,1245.41,2168.67,12.0,Cancelled,Individual,True
POL01176,20230729,CUS0126,PR04,BR03,CH01,26087.13,3144.5,2967.25,6111.75,11662.72,6.0,Active,Corporate,True
POL01177,20230427,CUS0110,PR02,BR07,CH02,1371.71,194.39,127.37,321.76,934.94,6.0,Active,Individual,True
POL01178,20230426,CUS0156,PR05,BR02,CH05,73629.13,10724.53,6776.82,17501.35,38831.96,6.0,Active,Corporate,True
POL01179,20230814,CUS0077,PR02,BR07,CH04,875.98,115.99,91.76,207.75,538.3,24.0,Expired,Individual,False
POL01180,20230212,CUS0166,PR05,BR02,CH02,43903.85,6230.28,3589.13,9819.41,18786.23,12.0,Expired,Corporate,True
POL01181,20230404,CUS0068,PR01,BR04,CH02,3290.81,400.67,410.86,811.53,1568.38,6.0,Active,Individual,True
POL01182,20240724,CUS0018,PR07,BR06,CH03,484.97,82.2,57.19,139.39,134.78,12.0,Active,Individual,False
POL01183,20231116,CUS0016,PR01,BR06,CH02,6339.82,684.97,,1536.56,3484.39,24.0,Expired,Individual,False
POL01184,20240404,CUS0175,PR09,BR10,CH01,107226.55,14650.9,15850.43,30501.33,70018.2,6.0,Active,Corporate,True
POL01185,20240303,CUS0002,PR02,BR12,CH01,1035.05,109.48,,240.77,666.09,6.0,Active,Individual,True
POL01186,20231226,CUS0117,PR01,BR01,CH01,4901.41,731.34,514.8,1246.14,3353.82,24.0,Active,Individual,False
POL01187,20240912,CUS0129,PR09,BR12,CH01,73555.07,10758.78,10532.03,21290.81,37389.04,6.0,Active,Corporate,True
POL01188,20241030,CUS0091,PR01,BR08,CH02,5354.18,826.26,637.2,1463.46,3385.63,12.0,Active,Individual,True
POL01189,20240123,CUS0018,PR01,BR02,CH04,4988.49,598.63,490.09,1088.72,2423.98,6.0,Cancelled,Individual,False
POL01190,20231021,CUS0004,PR03,BR06,CH02,2531.02,292.35,284.34,576.69,911.08,,Expired,Individual,True
POL01191,20230624,CUS0041,PR02,BR10,CH03,1939.77,211.37,261.61,472.98,1137.72,,Active,Individual,True
POL01192,20231120,CUS0047,PR02,BR03,CH04,600.2,84.46,50.58,135.04,292.8,6.0,Expired,Individual,False
POL01193,20240825,CUS0124,PR01,BR08,CH05,6355.9,1141.39,858.66,2000.05,4828.98,12.0,Active,Individual,False
POL01194,20230512,CUS0041,PR02,BR06,CH05,489.19,67.77,65.69,133.46,191.12,12.0,Active,Individual,True
POL01195,20241123,CUS0108,PR02,BR09,CH05,1461.84,248.53,193.89,442.42,779.7,6.0,Expired,Individual,True
POL01196,20240109,CUS0066,PR03,BR01,CH01,3343.23,597.56,280.49,878.05,1906.16,6.0,Cancelled,Individual,True
POL01197,20230607,CUS0100,PR03,BR02,CH01,4616.81,814.77,682.25,1497.02,2254.59,12.0,ACTIVE,Individual,True
POL01198,20240214,CUS0081,PR01,BR01,CH05,4237.95,445.19,533.76,978.95,3374.74,12.0,ACTIVE,Individual,True
POL01199,20240430,CUS0144,PR09,BR11,CH02,30210.07,3860.52,4458.34,8318.86,13375.23,24.0,Active,Corporate,False
POL01200,20241016,CUS0026,PR02,BR11,CH04,515.36,86.59,44.02,130.61,288.84,6.0,Active,Individual,False
POL01201,20230329,CUS0135,PR09,BR03,CH05,71595.01,8486.13,8041.24,16527.37,40017.65,24.0,Expired,Corporate,True
POL01202,20231031,CUS0015,PR02,BR08,CH05,1491.21,234.16,170.23,404.39,897.61,12.0,Cancelled,Individual,True
POL01203,20240922,CUS0019,PR03,BR11,CH03,6161.17,819.52,792.1,1611.62,3420.52,24.0,Active,Individual,True
POL01204,20230502,CUS0017,PR01,BR01,CH04,4761.81,743.25,641.99,1385.24,3672.77,12.0,Active,Individual,False
POL01205,20240610,CUS0011,PR02,BR02,CH02,1708.16,179.07,179.87,358.94,882.88,12.0,Active,Individual,False
POL01206,20231102,CUS0014,PR02,BR05,CH02,1419.43,197.61,129.51,327.12,772.26,24.0,Active,Individual,True
POL01207,20240729,CUS0143,PR08,BR01,CH01,10486.64,1502.71,1135.39,2638.1,3418.28,12.0,Expired,Corporate,False
POL01208,20230330,CUS0132,PR04,BR03,CH05,30151.35,3790.86,,6366.97,17775.47,6.0,Active,Corporate,True
POL01209,20241113,CUS0124,PR03,BR10,CH04,10969.32,1811.61,1602.14,3413.75,4100.23,24.0,Active,Individual,False
POL01210,20240808,CUS0089,PR01,BR03,CH02,3804.94,527.0,363.3,890.3,1833.12,12.0,Active,Individual,True
POL01211,20231122,CUS0060,PR02,BR01,CH04,1249.47,174.49,131.02,305.51,783.5,12.0,Expired,Individual,True
POL01212,20241125,CUS0093,PR02,BR02,CH03,673.96,81.7,57.07,138.77,455.57,12.0,Expired,Individual,True
POL01213,20231018,CUS0180,PR09,BR04,CH03,65384.78,6996.15,7091.41,14087.56,37553.05,12.0,Expired,Corporate,True
POL01214,20240103,CUS0111,PR03,BR04,CH01,3146.43,545.16,,939.06,1824.61,6.0,Expired,Individual,True
POL01215,20230206,CUS0144,PR10,BR05,CH04,420559.03,59923.43,62972.33,122895.76,220219.31,6.0,Active,Corporate,False
POL01216,20240718,CUS0092,PR01,BR04,CH04,3096.08,483.41,,889.05,2267.72,24.0,Active,Individual,True
POL01217,20241115,CUS0159,PR04,BR09,CH01,11450.81,1646.38,1502.57,3148.95,4322.64,6.0,Active,Corporate,False
POL01218,20230618,CUS0039,PR02,BR03,CH03,564.57,66.38,52.41,118.79,258.98,12.0,Active,Individual,True
POL01219,20230306,CUS0114,PR02,BR01,CH03,1869.55,249.41,214.26,463.67,1016.38,6.0,Active,Individual,True
POL01220,20240816,CUS0080,PR03,BR06,CH02,8655.15,1021.38,,1737.82,4872.51,24.0,Expired,Individual,True
POL01221,20240210,CUS0117,PR02,BR06,CH04,1051.46,181.56,112.49,294.05,609.91,12.0,Active,Individual,False
POL01222,20240102,CUS0133,PR05,BR01,CH05,35799.33,5181.36,4474.32,9655.68,14853.75,12.0,Expired,Corporate,False
POL01223,20240105,CUS0041,PR03,BR02,CH02,8401.92,908.88,1149.85,2058.73,4893.09,24.0,Expired,Individual,True
POL01224,20231226,CUS0158,PR09,BR08,CH02,50718.98,5574.52,4121.5,9696.02,24355.13,6.0,Active,Corporate,False
POL01225,20240425,CUS0003,PR01,BR03,CH01,4332.74,481.61,606.34,1087.95,2899.13,24.0,Expired,Individual,False
POL01226,20240916,CUS0124,PR01,BR03,CH01,7792.39,788.27,705.1,1493.37,4840.14,6.0,Active,Individual,False
POL01227,20240517,CUS0180,PR09,BR04,CH01,143295.4,22683.7,19704.83,42388.53,58871.03,6.0,Cancelled,Corporate,True
POL01228,20230614,CUS0040,PR02,BR01,CH01,1011.71,176.98,118.33,295.31,567.04,24.0,Expired,Individual,True
POL01229,20230901,CUS0098,PR02,BR07,CH03,773.47,136.39,75.76,212.15,548.97,12.0,Active,Individual,True
POL01230,20240807,CUS0142,PR04,BR04,CH02,19442.71,3162.14,2339.6,5501.74,7025.39,24.0,Active,Corporate,True
POL01231,20230406,CUS0016,PR01,BR03,CH02,6184.46,877.17,522.83,1400.0,3575.84,6.0,Active,Individual,False
POL01232,20240301,CUS0077,PR02,BR01,CH01,895.08,103.98,96.69,200.67,527.84,6.0,Active,Individual,False
POL01233,20240908,CUS0025,PR01,BR09,CH02,7616.02,1283.32,636.37,1919.69,5795.15,24.0,Active,Individual,True
POL01234,20230725,CUS0041,PR02,BR09,CH03,1894.23,278.15,267.58,545.73,733.13,24.0,Active,Individual,True
POL01235,20231028,CUS0179,PR08,BR11,CH03,9090.5,1372.73,1119.73,2492.46,3381.24,6.0,Active,Corporate,False
POL01236,20240512,CUS0052,PR02,BR04,CH01,834.44,99.78,100.77,200.55,414.19,12.0,Cancelled,Individual,True
POL01237,20230829,CUS0058,PR02,BR03,CH01,1639.69,164.66,245.47,410.13,1168.97,,Expired,Individual,False
POL01238,20230819,CUS0074,PR01,BR01,CH04,5664.78,650.8,839.17,1489.97,2459.73,,Active,Individual,True
POL01239,20240527,CUS0104,PR01,BR04,CH05,5138.64,559.59,628.99,1188.58,3484.04,6.0,Expired,Individual,True
POL01240,20231019,CUS0082,PR01,BR08,CH03,3738.86,528.9,463.52,992.42,1655.53,6.0,Active,Individual,True
POL01241,20240813,CUS0040,PR01,BR01,CH02,6874.37,1235.47,817.43,2052.9,3526.87,24.0,Active,Individual,True
POL01242,20230901,CUS0083,PR01,BR01,CH02,5802.58,841.36,617.59,1458.95,3259.78,6.0,Active,Individual,True
POL01243,20231004,CUS0054,PR01,BR10,CH01,7367.47,1026.58,1101.42,2128.0,4013.77,24.0,Active,Individual,False
POL01244,20240903,CUS0104,PR02,BR08,CH01,1406.29,158.94,148.88,307.82,828.43,6.0,Active,Individual,True
POL01245,20230226,CUS0013,PR03,BR04,CH01,5129.3,562.71,734.09,1296.8,2723.71,12.0,Expired,Individual,False
POL01246,20240503,CUS0073,PR01,BR09,CH01,7019.66,1152.77,,1925.96,4439.17,24.0,Expired,Individual,False
POL01247,20230830,CUS0088,PR02,BR02,CH01,1118.04,164.13,122.91,287.04,501.94,24.0,Cancelled,Individual,True
