sale_id,date_id,route_id,train_id,channel_id,ticket_class,tickets_sold,ticket_price,discount_pct,discount_amount,total_revenue,payment_method,booking_status
S00582,20241219,R07,T09,CH04,Second,2,63.75,0.0,0.0,127.5,Cash,Completed
S00583,20231227,R04,T09,CH03,Third,3,34.9,0.0,0.0,104.7,Credit Card,Completed
S00584,20230825,R11,T04,CH03,Second,1,213.11,0.0,0.0,213.11,Credit Card,Completed
S00585,20240413,R10,T10,CH06,Second,2,77.98,0.0,0.0,155.96,Credit Card,Completed
S00586,20230708,R02,T03,CH06,Second,2,201.9,0.0,0.0,403.8,Credit Card,Completed
S00587,20230222,R03,T03,CH03,First,2,384.9,0.0,0.0,769.8,Cash,Completed
S00588,20230409,R03,T04,CH02,second,2,214.93,5.0,21.49,408.37,Credit Card,Completed
S00589,20230408,R01,T02,CH03,First,1,346.14,,0.0,346.14,Cash,Completed
S00590,20230501,R02,T05,CH03,Third,1,66.86,0.0,0.0,66.86,Cash,Completed
S00591,20230419,R03,T03,CH04,Second,2,207.36,5.0,20.74,393.98,Cash,Completed
S00592,20240420,R03,T10,CH05,Second,3,96.15,0.0,0.0,288.45,Cash,Completed
S00593,20230528,R01,T09,CH03,Second,2,68.95,10.0,13.79,124.11,Cash,Completed
S00594,20230905,R12,T07,CH02,Second,1,156.56,15.0,23.48,133.08,Instapay,Completed
S00595,20241016,R05,T08,CH02,Second,1,65.07,10.0,6.51,58.56,Debit Card,Completed
S00596,20231216,R06,T09,CH04,Third,1,34.6,5.0,1.73,32.87,Cash,Completed
S00597,20240515,R07,T08,CH02,Third,4,33.3,0.0,0.0,133.2,Wallet,Completed
S00598,20230520,R11,T06,CH03,Third,2,72.51,,0.0,145.02,Credit Card,Completed
S00599,20230606,R01,T09,CH03,Second,1,67.45,0.0,0.0,67.45,Credit Card,Completed
S00600,20230126,R03,T09,CH05,Third,3,44.95,15.0,20.23,114.62,Cash,Completed
S00601,20230517,R11,T04,CH02,Second,2,209.85,0.0,0.0,419.7,Instapay,Completed
S00602,20230729,R07,T10,CH02,Second,1,69.23,,13.85,55.38,Credit Card,Completed
S00603,20230524,R08,T09,CH06,Third,1,37.05,15.0,5.56,31.49,Debit Card,Completed
S00604,20230305,R01,T05,CH02,Third,2,53.76,0.0,0.0,107.52,Wallet,Completed
S00605,20230401,R04,T06,CH05,Third,1,55.41,0.0,0.0,55.41,Cash,Completed
S00606,20231207,R03,T10,CH03,Third,1,45.15,0.0,0.0,45.15,Credit Card,Completed
S00607,20230616,R15,T08,CH04,Second,1,74.19,0.0,0.0,74.19,,Completed
S00608,20230920,R08,T09,CH01,Third,1,35.97,0.0,0.0,35.97,Instapay,Completed
S00609,20240103,R06,T10,CH02,Second,1,67.21,0.0,0.0,0.0,Wallet,Cancelled
S00610,20240604,R09,T05,CH03,Third,1,62.57,5.0,3.13,59.44,Credit Card,Completed
S00611,20230125,R05,T08,CH03,Third,1,34.22,5.0,1.71,32.51,,Completed
S00612,20240809,R08,T08,CH03,Third,1,34.04,15.0,5.11,28.93,Credit Card,Completed
S00613,20240408,R14,T09,CH03,Second,3,64.41,5.0,9.66,183.57,Cash,Completed
S00614,20230227,R08,T06,CH01,Third,1,57.12,5.0,2.86,54.26,Credit Card,Completed
S00615,20240927,R06,T09,CH03,Second,1,67.98,0.0,0.0,67.98,Cash,Completed
S00616,20241105,R08,T08,CH04,Third,2,34.93,0.0,0.0,69.86,Cash,Completed
S00617,20230210,R15,T08,CH03,Third,3,37.75,10.0,11.32,101.93,Credit Card,Completed
S00618,20230728,R10,T06,CH03,Second,1,127.61,5.0,6.38,121.23,Cash,Completed
S00619,20240813,R05,T09,CH02,Second,2,69.36,0.0,0.0,138.72,Wallet,Completed
S00620,20240712,R02,T07,CH03,Third,3,64.64,0.0,0.0,0.0,Cash,Cancelled
S00621,20230531,R01,T06,CH02,Third,3,54.84,10.0,16.45,148.07,Credit Card,Completed
S00622,20230618,R02,T07,CH03,Second,2,139.62,5.0,13.96,265.28,Credit Card,Completed
S00623,20230925,R09,T06,CH03,Second,1,113.77,0.0,0.0,113.77,Credit Card,Completed
S00624,20231222,R03,T09,CH06,Second,1,90.85,0.0,0.0,90.85,Credit Card,Completed
S00625,20240330,R14,T10,CH02,Second,1,70.64,5.0,3.53,67.11,Debit Card,Completed
S00626,20230924,R13,T10,CH03,Second,2,67.53,0.0,0.0,0.0,Credit Card,Cancelled
S00627,20231208,R09,T08,CH03,Second,1,78.26,0.0,0.0,0.0,Credit Card,Cancelled
S00628,20240712,R14,T09,CH03,Second,4,64.64,0.0,0.0,258.56,Cash,Completed
S00629,20230123,R01,T08,CH01,Second,3,71.29,5.0,10.69,203.18,Instapay,Completed
S00630,20230715,R10,T09,CH01,Second,2,79.33,0.0,0.0,158.66,Credit Card,Completed
S00631,20240621,R09,T09,CH03,Third,3,38.12,0.0,0.0,114.36,Cash,Completed
S00632,20241015,R06,T08,CH03,Third,2,34.24,0.0,0.0,0.0,Credit Card,Cancelled
S00633,20240108,R09,T09,CH04,Second,2,79.91,0.0,0.0,159.82,Cash,Completed
S00634,20240121,R11,T05,CH01,Third,1,71.29,0.0,0.0,71.29,Credit Card,Completed
S00635,20230321,R08,T08,CH01,Third,1,37.17,0.0,0.0,37.17,Instapay,Completed
S00636,20231128,R02,T06,CH04,First,1,223.29,0.0,0.0,223.29,Cash,Completed
S00637,20240121,R01,T01,CH03,Second,1,205.24,0.0,0.0,205.24,Cash,Completed
S00638,20230709,R10,T06,CH03,Third,1,59.46,5.0,2.97,56.49,Cash,Completed
S00639,20230724,R02,T08,CH04,Second,1,83.65,0.0,0.0,83.65,Cash, Completed 
S00640,20231001,R12,T03,CH02,Second,1,221.79,10.0,22.18,199.61,Wallet,Completed
S00641,20230113,R03,T10,CH03,Third,1,47.7,20.0,9.54,38.16,Cash,Completed
S00642,20230822,R11,T04,CH03,Second,1,206.19,0.0,0.0,206.19,Credit Card,Completed
S00643,20230620,R02,T07,CH04,First,3,213.49,5.0,32.02,608.45,Cash,Completed
S00644,20230825,R01,T01,CH03,First,2,336.96,15.0,101.09,572.83,Credit Card,Completed
S00645,20230331,R09,T06,CH01,Second,1,116.88,0.0,0.0,116.88,Instapay,Completed
S00646,20241011,R02,T06,CH03,Third,3,65.15,0.0,0.0,195.45,Cash,Completed
S00647,20240308,R01,T02,CH03,Second,4,208.08,,0.0,832.32,Cash,Completed
S00648,20240525,R02,T04,CH03,First,3,333.81,15.0,150.21,851.22,Cash,Completed
S00649,20240803,R01,T06,CH03,second,1,109.72,10.0,10.97,98.75,Cash,Completed
S00650,20231231,R14,T08,CH02,Second,2,64.37,0.0,0.0,128.74,Instapay,Completed
S00651,20230303,R04,T08,CH03,Second,1,67.94,,0.0,67.94,Cash,Completed
S00652,20240124,R01,T09,CH01,Second,1,69.83,5.0,3.49,66.34,Debit Card,Completed
S00653,20240303,R10,T07,CH01,Third,1,60.49,5.0,3.02,57.47,Debit Card,Completed
S00654,20240711,R05,T08,CH04,Third,1,32.9,0.0,0.0,0.0,Cash,Cancelled
S00655,20231115,R07,T10,CH06,Third,3,31.77,0.0,0.0,95.31,Debit Card,Completed
S00656,20230408,R02,T08,CH02,Third,1,44.85,0.0,0.0,44.85,Debit Card,Completed
S00657,20230801,R13,T08,CH03,Third,4,32.9,5.0,6.58,125.02,Credit Card,Completed
S00658,20230919,R05,T10,CH01,Third,1,33.68,5.0,1.68,32.0,Credit Card, Completed 
S00659,20240425,R01,T05,CH01,Second,1,115.95,5.0,5.8,110.15,Instapay,Completed
S00660,20240218,R10,T05,CH01,Third,1,62.12,5.0,3.11,59.01,Instapay, Completed 
S00661,20230914,R05,T10,CH03,Second,1,68.55,5.0,3.43,65.12,Credit Card,Completed
S00662,20241223,R09,T10,CH05,Third,2,39.18,0.0,0.0,78.36,Cash,Completed
S00663,20240319,R06,T10,CH01,Second,1,64.19,0.0,0.0,64.19,Instapay,Completed
S00664,20230707,R07,T08,CH03,Third,1,34.05,0.0,0.0,34.05,Cash,Completed
S00665,20230316,R10,T06,CH01,Second,2,129.65,0.0,0.0,259.3,Debit Card,Completed
S00666,20230502,R05,T10,CH05,Third,2,33.74,10.0,6.75,60.73,Cash,Completed
S00667,20230711,R11,T03,CH01,First,1,389.46,0.0,0.0,0.0,Credit Card,Cancelled
S00668,20230509,R01,T05,CH06,Second,1,106.55,0.0,0.0,106.55,Debit Card,Completed
S00669,20230601,R15,T10,CH01,Third,1,36.48,5.0,1.82,34.66,Credit Card,Completed
S00670,20230802,R12,T04,CH03,Second,1,231.33,5.0,11.57,219.76,Credit Card,Completed
S00671,20230521,R07,T10,CH05,Third,1,33.31,,1.67,31.64,Cash,Completed
S00672,20241016,R02,T05,CH03,Third,1,69.79,0.0,0.0,69.79,Cash,Completed
S00673,20230226,R09,T08,CH04,Second,2,73.65,15.0,22.09,125.21,Cash,Completed
S00674,20240116,R01,T06,CH03,Third,1,54.89,,0.0,54.89,Credit Card,Completed
S00675,20231028,R01,T09,CH03,Third,1,33.95,15.0,5.09,28.86,Cash,Completed
S00676,20241220,R14,T09,CH03,Second,2,70.73,0.0,0.0,141.46,Credit Card,Completed
S00677,20230325,R15,T10,CH02,Third,2,37.67,15.0,11.3,64.04,Wallet,Completed
S00678,20231018,R13,T08,CH02,Third,1,33.15,5.0,1.66,31.49,Instapay,Completed
S00679,20241212,R01,T04,CH01,Second,3,156.18,0.0,0.0,468.54,Debit Card,Completed
S00680,20240921,R09,T05,CH03,Third,1,59.18,5.0,2.96,56.22,Credit Card,Completed
S00681,20240819,R04,T09,CH06,Second,1,69.8,0.0,0.0,69.8,Credit Card,Completed
S00682,20230718,R02,T06,CH03,Third,1,67.38,0.0,0.0,67.38,Credit Card,Completed
S00683,20230518,R01,T02,CH02,First,4,344.49,0.0,0.0,1377.96,Wallet,Completed
S00684,20240516,R01,T08,CH03,Third,1,34.34,0.0,0.0,34.34,Cash,Completed
S00685,20241112,R02,T06,CH03,Second,3,135.78,0.0,0.0,407.34,Credit Card, Completed 
S00686,20240207,R02,T09,CH03,Second,4,84.43,10.0,33.77,303.95,Credit Card,Completed
S00687,20240219,R04,T09,CH03,Third,1,35.86,10.0,3.59,0.0,Credit Card,Cancelled
S00688,20230730,R07,T10,CH04,Third,2,32.34,20.0,12.94,51.74,Cash, Completed 
S00689,20240724,R12,T04,CH02,Second,1,222.71,5.0,11.14,211.57,Instapay,Completed
S00690,20230602,R04,T08,CH01,Second,2,69.23,0.0,0.0,138.46,Credit Card,Completed
S00691,20230823,R07,T08,CH02,third,3,34.38,5.0,5.16,97.98,Instapay,Completed
S00692,20231109,R01,T06,CH03,Third,2,52.53,0.0,0.0,105.06,Cash,Completed
S00693,20240106,R01,T03,CH03,Second,2,165.97,5.0,16.6,0.0,Cash,Cancelled
S00694,20230709,R04,T05,CH03,Second,1,107.0,0.0,0.0,107.0,Credit Card,Completed
S00695,20230327,R13,T10,CH03,Third,1,36.1,0.0,0.0,36.1,Cash,Completed
S00696,20240323,R12,T04,CH03,Second,1,226.43,20.0,45.29,181.14,,Completed
S00697,20230804,R01,T09,CH03,Third,1,33.53,10.0,3.35,30.18,Cash,Completed
S00698,20240227,R13,T08,CH05,Second,2,70.11,10.0,14.02,126.2,,Completed
S00699,20230503,R02,T05,CH03,First,2,214.51,0.0,0.0,429.02,Cash,Completed
S00700,20231220,R06,T08,CH01,Second,1,67.73,0.0,0.0,67.73,Instapay,Completed
S00701,20240121,R01,T02,CH03,Second,3,209.24,0.0,0.0,627.72,Cash,Completed
S00702,20230202,R02,T05,CH04,Third,2,67.44,0.0,0.0,134.88,Cash,Completed
S00703,20230830,R01,T03,CH01,Second,1,158.41,5.0,7.92,150.49,Debit Card,Completed
S00704,20230414,R03,T07,CH03,Third,3,75.02,0.0,0.0,0.0,Credit Card,Cancelled
S00705,20230212,R02,T03,CH01,Second,3,203.66,0.0,0.0,610.98,Instapay,Completed
S00706,20241225,R01,T09,CH03,Third,1,35.76,0.0,0.0,0.0,Cash,Cancelled
S00707,20230822,R01,T04,CH04,Second,4,162.17,0.0,0.0,648.68,Cash,Completed
S00708,20240815,R11,T05,CH03,Third,3,75.89,0.0,0.0,0.0,Credit Card,Cancelled
S00709,20230716,R06,T08,CH03,Third,1,32.28,0.0,0.0,32.28,Cash,Completed
S00710,20240527,R10,T05,CH02,Third,1,59.39,5.0,2.97,56.42,Credit Card,Completed
S00711,20240719,R11,T06,CH02,Third,2,71.48,0.0,0.0,142.96,,Completed
S00712,20240310,R14,T08,CH04,Third,1,35.06,0.0,0.0,35.06,Cash,Completed
S00713,20231214,R01,T05,CH03,Third,1,53.37,0.0,0.0,53.37,,Completed
S00714,20231029,R08,T09,CH03,Third,2,37.06,0.0,0.0,0.0,Credit Card,Cancelled
S00715,20230908,R11,T05,CH02,Second,1,140.39,10.0,14.04,126.35,Credit Card,Completed
S00716,20241112,R11,T05,CH01,Second,4,146.29,0.0,0.0,585.16,Credit Card,Completed
S00717,20240826,R08,T05,CH01,Third,1,53.79,0.0,0.0,53.79,Debit Card,Completed
S00718,20241210,R08,T09,CH03,Third,1,37.22,5.0,1.86,0.0,Credit Card,Cancelled
S00719,20230405,R07,T09,CH02,Third,1,34.17,5.0,1.71,32.46,Instapay,Completed
S00720,20240703,R02,T05,CH04,Second,1,135.04,10.0,13.5,121.54,Cash,Completed
S00721,20241120,R03,T03,CH06,Second,3,215.82,5.0,32.37,615.09,Credit Card,Completed
S00722,20230528,R07,T09,CH04,Second,1,68.29,0.0,0.0,68.29,Cash,Completed
S00723,20230214,R06,T09,CH03,Third,1,33.73,0.0,0.0,33.73,Cash,Completed
S00724,20240708,R12,T07,CH03,Third,1,79.97,20.0,15.99,63.98,Credit Card,Completed
S00725,20240221,R14,T10,CH01,third,1,33.85,0.0,0.0,33.85,Debit Card,Completed
S00726,20240901,R12,T06,CH03,Second,1,163.97,0.0,0.0,163.97,Cash,Completed
S00727,20230420,R02,T07,CH04,Second,1,132.35,0.0,0.0,132.35,Cash,Completed
S00728,20240807,R07,T09,CH01,Third,1,34.49,,0.0,34.49,Debit Card,Completed
S00729,20230612,R08,T06,CH01,Third,2,53.66,10.0,10.73,96.59,Debit Card,Completed
S00730,20230512,R07,T08,CH01,Third,1,32.84,5.0,1.64,31.2,Instapay,Completed
S00731,20230512,R12,T04,CH04,First,3,413.51,0.0,0.0,1240.53,Cash,Completed
S00732,20240817,R06,T08,CH03,Second,3,64.66,0.0,0.0,193.98,Cash,Completed
S00733,20240513,R14,T08,CH02,Second,4,65.36,0.0,0.0,261.44,Wallet,Completed
S00734,20240115,R06,T10,CH06,Third,1,32.98,5.0,1.65,31.33,Credit Card,Completed
S00735,20230916,R03,T09,CH01,Second,2,91.93,15.0,27.58,156.28,Credit Card,Completed
S00736,20240930,R09,T06,CH05,Second,2,118.25,5.0,11.82,224.68,Cash,Completed
S00737,20231013,R12,T06,CH02,First,3,271.71,15.0,122.27,692.86,Debit Card,Completed
S00738,20240818,R03,T10,CH04,Third,2,48.81,15.0,14.64,82.98,Cash,Completed
S00739,20231121,R02,T03,CH04,Second,1,206.39,0.0,0.0,206.39,Cash,Completed
S00740,20231001,R11,T05,CH03,Third,2,72.58,10.0,14.52,130.64,Cash,Completed
S00741,20231208,R11,T04,CH03,Second,1,220.56,0.0,0.0,220.56,Cash,Completed
S00742,20230810,R01,T04,CH04,Second,3,168.18,10.0,50.45,454.09,,Completed
S00743,20240712,R04,T06,CH01,Second,3,113.18,10.0,33.95,305.59,Credit Card,Completed
S00744,20240103,R03,T06,CH05,Third,1,76.48,15.0,11.47,65.01,Cash,Completed
S00745,20230704,R13,T09,CH03,Second,1,70.34,0.0,0.0,70.34,Cash,Completed
S00746,20241018,R14,T08,CH05,Third,2,32.48,0.0,0.0,64.96,Cash,Completed
S00747,20231006,R01,T04,CH03,First,2,291.29,0.0,0.0,582.58,Cash,Completed
S00748,20240128,R07,T09,CH01,Third,1,32.12,10.0,3.21,0.0,Credit Card,Cancelled
S00749,20241024,R08,T06,CH01,Second,1,114.55,,0.0,114.55,Instapay,Completed
S00750,20240404,R04,T06,CH01,Third,2,56.71,0.0,0.0,113.42,Debit Card,Completed
S00751,20230329,R14,T09,CH03,Third,3,35.45,20.0,21.27,85.08,Cash,Completed
S00752,20241121,R01,T08,CH03,Second,1,69.54,20.0,13.91,55.63,Credit Card,Completed
S00753,20240407,R02,T06,CH03,Third,1,70.52,0.0,0.0,70.52,Cash,Completed
S00754,20230829,R03,T04,CH03,Second,1,224.38,0.0,0.0,224.38,Credit Card,Completed
S00755,20230419,R08,T08,CH03,Third,1,35.56,5.0,1.78,0.0,Credit Card,Cancelled
S00756,20240806,R01,T03,CH03,First,1,272.21,0.0,0.0,272.21,Credit Card,Completed
S00757,20240331,R01,T06,CH03,third,1,55.56,0.0,0.0,55.56,Credit Card,Completed
S00758,20240122,R01,T05,CH05,Second,2,106.78,0.0,0.0,213.56,Cash,Completed
S00759,20241014,R06,T10,CH01,Second,1,70.03,0.0,0.0,70.03,Debit Card,Completed
S00760,20240803,R09,T05,CH01,Second,4,120.71,10.0,48.28,434.56,Instapay,Completed
S00761,20230501,R08,T09,CH01,Third,2,34.96,0.0,0.0,69.92,Debit Card,Completed
S00762,20230816,R03,T09,CH05,Third,2,48.77,0.0,0.0,97.54,Cash,Completed
S00763,20230713,R03,T03,CH02,Second,2,215.25,0.0,0.0,430.5,Wallet,Completed
S00764,20240710,R01,T04,CH03,First,1,288.98,,28.9,260.08,Credit Card,Completed
S00765,20230122,R11,T05,CH02,Third,1,74.44,0.0,0.0,74.44,Wallet,Completed
S00766,20240218,R12,T06,CH02,Second,1,160.32,0.0,0.0,160.32,Wallet,Completed
S00767,20240720,R01,T06,CH06,Third,2,56.19,5.0,5.62,106.76,Credit Card,Completed
S00768,20240930,R03,T06,CH03,First,1,248.29,20.0,49.66,198.63,Cash,Completed
S00769,20230902,R06,T09,CH03,Third,3,33.77,0.0,0.0,101.31,Credit Card,Completed
S00770,20240821,R09,T10,CH01,Third,2,37.51,10.0,7.5,67.52,Debit Card,Completed
S00771,20230324,R02,T04,CH02,Second,1,188.69,5.0,9.43,179.26,Wallet,Completed
S00772,20240905,R08,T08,CH01,Second,3,74.57,0.0,0.0,0.0,Debit Card,Cancelled
S00773,20230408,R12,T03,CH03,Second,1,219.75,0.0,0.0,219.75,Credit Card,Completed
S00774,20231017,R12,T07,CH03,Third,3,77.8,5.0,11.67,0.0,Credit Card,Cancelled
S00775,20240808,R11,T03,CH06,First,1,356.83,,0.0,356.83,Credit Card,Completed
S00776,20230429,R05,T08,CH01,third,2,33.63,10.0,6.73,60.53,Debit Card,Completed
S00777,20230702,R01,T08,CH06,Second,1,67.93,5.0,3.4,64.53,Debit Card,Completed
S00778,20240627,R07,T08,CH01,second,1,68.47,,0.0,68.47,Debit Card,Completed
S00779,20240626,R15,T09,CH03,Third,2,36.93,0.0,0.0,73.86,Credit Card,Completed
S00780,20240420,R02,T03,CH05,Second,1,196.14,0.0,0.0,196.14,Cash,Completed
S00781,20240606,R01,T06,CH03,Third,1,54.87,5.0,2.74,52.13,Cash,Completed
S00782,20240128,R07,T10,CH01,Second,3,66.97,5.0,10.05,190.86,Instapay,Completed
S00783,20230715,R03,T06,CH04,Third,2,74.92,10.0,14.98,134.86,Cash,Completed
S00784,20230905,R02,T08,CH03,Second,1,86.34,0.0,0.0,86.34,Credit Card,Completed
S00785,20230528,R03,T04,CH03,Second,1,224.94,0.0,0.0,224.94,Cash, Completed 
S00786,20241026,R11,T05,CH02,Second,1,149.08,0.0,0.0,149.08,Instapay,Completed
S00787,20240229,R11,T05,CH01,Third,3,76.28,5.0,11.44,217.4,Debit Card, Completed 
S00788,20231020,R11,T03,CH01,Second,2,220.36,10.0,44.07,396.65,Instapay,Completed
S00789,20231208,R01,T02,CH03,Second,1,209.05,0.0,0.0,209.05,Cash,Completed
S00790,20241128,R02,T05,CH03,Second,3,130.98,0.0,0.0,392.94,Cash,Completed
S00791,20230502,R12,T06,CH03,Second,1,158.81,0.0,0.0,158.81,Cash,Completed
S00792,20240302,R02,T09,CH05,Third,1,44.48,0.0,0.0,44.48,Cash,Completed
S00793,20240105,R14,T09,CH01,Second,3,64.24,15.0,28.91,163.81,Credit Card,Completed
S00794,20240324,R04,T09,CH01,Third,2,35.92,15.0,10.78,61.06,Instapay,Completed
S00795,20230112,R11,T05,CH03,Second,2,153.03,15.0,45.91,260.15,Credit Card,Completed
S00796,20240926,R01,T05,CH03,Third,1,55.83,0.0,0.0,55.83,Credit Card,Completed
S00797,20241115,R09,T09,CH03,third,1,39.51,0.0,0.0,39.51,Cash,Completed
S00798,20240214,R06,T10,CH03,Second,2,64.46,0.0,0.0,128.92,Cash,Completed
S00799,20240608,R13,T10,CH06,Third,2,33.58,5.0,3.36,63.8,Credit Card,Completed
S00800,20241106,R12,T05,CH01,Third,1,78.21,5.0,3.91,74.3,Instapay,Completed
S00801,20240616,R01,T06,CH05,Third,4,56.91,5.0,11.38,216.26,Cash,Completed
S00802,20230502,R03,T05,CH02,Third,2,75.97,0.0,0.0,151.94,Credit Card,Completed
S00803,20240223,R03,T07,CH03,Second,1,151.39,0.0,0.0,151.39,Cash,Completed
S00804,20240320,R01,T03,CH03,Second,1,159.78,0.0,0.0,159.78,Credit Card,Completed
S00805,20231108,R12,T07,CH03,Third,1,78.76,15.0,11.81,0.0,Cash,Cancelled
S00806,20240706,R01,T03,CH03,Second,4,159.96,,0.0,639.84,Credit Card,Completed
S00807,20241117,R05,T10,CH04,Second,3,68.09,0.0,0.0,204.27,Cash,Completed
S00808,20241109,R07,T08,CH02,Third,1,31.88,0.0,0.0,31.88,Debit Card,Completed
S00809,20231201,R01,T08,CH04,Second,3,73.05,0.0,0.0,219.15,Cash,Completed
S00810,20230326,R07,T08,CH05,Third,2,32.87,5.0,3.29,62.45,Cash,Completed
S00811,20241222,R12,T07,CH03,Second,2,152.99,10.0,30.6,275.38,Credit Card,Completed
S00812,20240831,R01,T08,CH03,Third,1,36.55,0.0,0.0,36.55,Credit Card,Completed
S00813,20230405,R08,T06,CH03,Third,2,56.64,5.0,5.66,107.62,Cash,Completed
S00814,20241105,R02,T07,CH03,Third,4,69.7,0.0,0.0,278.8,Cash,Completed
S00815,20240924,R01,T03,CH04,Second,1,157.02,,15.7,141.32,Cash,Completed
S00816,20240113,R11,T05,CH03,Second,3,140.64,0.0,0.0,421.92,Credit Card,Completed
S00817,20240306,R03,T03,CH02,First,1,359.9,,0.0,359.9,Instapay, Completed 
S00818,20231018,R14,T10,CH01,Second,1,68.32,0.0,0.0,68.32,Debit Card,Completed
S00819,20230205,R01,T06,CH02,second,3,115.32,0.0,0.0,345.96,Debit Card,Completed
S00820,20230829,R06,T10,CH03,third,1,32.31,0.0,0.0,32.31,Credit Card,Completed
S00821,20240811,R08,T05,CH03,Second,2,117.69,0.0,0.0,235.38,Credit Card,Completed
S00822,20230103,R07,T09,CH02,Second,1,67.19,,13.44,0.0,Debit Card,Cancelled
S00823,20230828,R06,T09,CH06,Third,1,33.79,10.0,3.38,30.41,Credit Card,Completed
S00824,20231018,R01,T09,CH04,Second,2,68.53,20.0,27.41,109.65,,Completed
S00825,20240124,R01,T02,CH03,Second,1,198.7,0.0,0.0,198.7,Credit Card,Completed
S00826,20241104,R02,T07,CH02,Third,2,66.72,0.0,0.0,133.44,Wallet,Completed
S00827,20230906,R02,T08,CH01,Third,1,42.56,5.0,2.13,40.43,Instapay,Completed
S00828,20230906,R13,T10,CH05,Third,2,35.86,,0.0,71.72,Cash,Completed
S00829,20240706,R06,T10,CH03,Third,3,33.73,10.0,10.12,91.07,Credit Card,Completed
S00830,20231202,R11,T05,CH01,Second,3,152.34,20.0,91.4,365.62,Credit Card,Completed
S00831,20230629,R04,T06,CH01,Third,2,56.99,5.0,5.7,108.28,Instapay,Completed
S00832,20231202,R03,T09,CH03,Second,4,98.23,0.0,0.0,392.92,Cash,Completed
S00833,20230421,R01,T08,CH01,Second,2,68.72,0.0,0.0,137.44,Instapay,Completed
S00834,20230523,R09,T10,CH06,Second,2,76.8,0.0,0.0,153.6,Debit Card,Completed
S00835,20231231,R02,T08,CH03,Second,2,90.55,5.0,9.05,172.05,Cash,Completed
S00836,20231104,R14,T10,CH04,Third,3,34.28,0.0,0.0,102.84,Cash,Completed
S00837,20241031,R09,T09,CH01,Third,1,38.13,5.0,1.91,36.22,Instapay,Completed
S00838,20230919,R04,T05,CH06,Second,3,109.26,10.0,32.78,295.0,Debit Card,Completed
S00839,20240226,R14,T08,CH01,Second,1,66.4,5.0,3.32,63.08,Credit Card,Completed
S00840,20240412,R07,T10,CH06,Third,1,34.27,0.0,0.0,34.27,Debit Card,Completed
S00841,20230109,R06,T08,CH03,Third,2,34.53,10.0,6.91,62.15,Cash,Completed
S00842,20240511,R15,T08,CH01,Third,2,38.0,10.0,7.6,68.4,Credit Card,Completed
S00843,20230525,R03,T09,CH04,Third,1,45.0,0.0,0.0,45.0,Cash,Completed
S00844,20241207,R02,T07,CH03,Third,1,68.8,0.0,0.0,68.8,,Completed
S00845,20230428,R03,T09,CH01,Third,1,46.65,0.0,0.0,46.65,Credit Card,Completed
S00846,20231031,R07,T08,CH03,Third,2,31.91,0.0,0.0,63.82,Cash,Completed
S00847,20230302,R02,T09,CH03,Second,2,83.26,0.0,0.0,166.52,Cash,Completed
S00848,20241230,R01,T05,CH03,Third,4,54.07,0.0,0.0,216.28,Cash,Completed
S00849,20240102,R06,T10,CH05,Third,1,33.34,0.0,0.0,33.34,Cash,Completed
S00850,20240310,R02,T06,CH03,Third,2,71.23,0.0,0.0,0.0,Credit Card,Cancelled
S00851,20230215,R04,T06,CH05,First,3,188.64,0.0,0.0,565.92,,Completed
S00852,20240713,R05,T08,CH03,Second,4,69.28,0.0,0.0,277.12,Cash,Completed
S00853,20230619,R11,T03,CH02,Second,1,205.18,0.0,0.0,205.18,Instapay,Completed
S00854,20241017,R01,T01,CH01,First,1,343.81,0.0,0.0,343.81,Credit Card,Completed
S00855,20230615,R02,T03,CH01,First,1,337.7,10.0,33.77,303.93,Credit Card,Completed
S00856,20230604,R03,T04,CH06,Second,3,208.67,5.0,31.3,0.0,Debit Card,Cancelled
S00857,20230123,R12,T03,CH03,First,1,419.5,0.0,0.0,419.5,Credit Card,Completed
S00858,20231214,R07,T10,CH03,Second,2,63.28,0.0,0.0,126.56,Credit Card,Completed
S00859,20240214,R02,T08,CH05,Third,3,44.85,20.0,26.91,107.64,Cash,Completed
S00860,20230214,R11,T03,CH02,First,3,370.86,10.0,111.26,1001.32,Debit Card,Completed
S00861,20240727,R03,T05,CH03,Third,4,73.52,0.0,0.0,294.08,Cash,Completed
S00862,20231203,R02,T04,CH02,Second,1,192.43,0.0,0.0,192.43,Instapay,Completed
S00863,20240116,R02,T03,CH03,First,1,331.55,0.0,0.0,331.55,Credit Card,Completed
S00864,20231123,R04,T09,CH01,Third,1,34.88,0.0,0.0,34.88,Debit Card,Completed
S00865,20231020,R08,T08,CH01,Third,2,35.05,0.0,0.0,70.1,Credit Card,Completed
S00866,20240209,R01,T02,CH02,Second,1,201.72,,10.09,191.63,Instapay,Completed
S00867,20230504,R02,T07,CH05,Third,2,71.34,5.0,7.13,135.55,Cash,Completed
S00868,20230528,R02,T05,CH03,Third,1,67.3,5.0,3.37,63.93,Cash,Completed
S00869,20240918,R12,T04,CH04,First,1,414.11,0.0,0.0,414.11,Cash,Completed
S00870,20241127,R03,T03,CH02,Second,2,207.55,5.0,20.75,394.35,Credit Card,Completed
S00871,20230928,R03,T07,CH03,Third,2,72.21,0.0,0.0,144.42,Cash,Completed
S00872,20230725,R04,T09,CH03,Third,1,36.02,5.0,1.8,34.22,Cash,Completed
